dataset,scenario,player,members,n_players,full_coalition_mask,gate_mass,group_shapley_mse_utility,original_shapley_sum,zero_gate_positive_shapley
singmos,remove_egemaps_9,speaker,speaker,9,511,0.0663937069918956,0.04076491464287426,0.0323836613083738,False
singmos,remove_egemaps_9,rmvpe_cont,rmvpe_cont,9,511,0.0,0.014103599594343123,0.0111100055314321,True
singmos,remove_egemaps_9,rmvpe_quant,rmvpe_quant,9,511,1.4898515448815092e-18,0.004630894913597953,0.0027011972363721,True
singmos,remove_egemaps_9,ced,ced,9,511,0.27568803072768566,0.07223876245276964,0.0604727140287626,False
singmos,remove_quant_and_egemaps_8,whisper,whisper,8,383,0.10455731999969672,-0.015201225848056912,-0.0113154036986716,False
singmos,remove_quant_and_egemaps_8,contentvec12,contentvec12,8,383,0.08978922213422844,-0.0007234323858654763,-0.0004963243074456,False
singmos,remove_quant_and_egemaps_8,wavlm,wavlm,8,383,0.2514564633743047,0.03975554861628868,0.0320920259983602,False
singmos,remove_quant_and_egemaps_8,beats,beats,8,383,0.16862964366162544,0.04513228327308499,0.0374934764541231,False
singmos,remove_quant_and_egemaps_8,auditory_erb,auditory_erb,8,383,0.04348591912560937,0.02645355572791778,0.0180568906147349,False
singmos,remove_quant_and_egemaps_8,speaker,speaker,8,383,0.06639362818887583,0.04284996386256807,0.0323836613083738,False
singmos,remove_quant_and_egemaps_8,rmvpe_cont,rmvpe_cont,8,383,4.929043538750384e-18,0.015809331555749453,0.0111100055314321,True
singmos,remove_quant_and_egemaps_8,ced,ced,8,383,0.2756878035156596,0.07458393411429073,0.0604727140287626,False
tmhintqi,original_10,whisper,whisper,10,1023,0.1921908739270383,0.10396707453386891,0.1039670745338689,False
tmhintqi,original_10,contentvec12,contentvec12,10,1023,0.07161319808488463,0.08048643051013134,0.0804864305101313,False
tmhintqi,original_10,wavlm,wavlm,10,1023,0.16968607164707633,0.10635058147464875,0.1063505814746487,False
tmhintqi,original_10,beats,beats,10,1023,0.27102988535086064,0.10350273286130707,0.103502732861307,False
tmhintqi,original_10,auditory_erb,auditory_erb,10,1023,0.0,0.02215727982679565,0.0221572798267956,True
tmhintqi,original_10,speaker,speaker,10,1023,0.01175879950483767,0.07240336101846995,0.0724033610184699,False
tmhintqi,original_10,rmvpe_cont,rmvpe_cont,10,1023,3.0830880931868354e-17,0.0023433231040376743,0.0023433231040376,True
tmhintqi,original_10,rmvpe_quant,rmvpe_quant,10,1023,7.518079151371956e-19,0.0032106215251430773,0.003210621525143,True
tmhintqi,original_10,ced,ced,10,1023,0.28372117148530235,0.09636751170406631,0.0963675117040662,False
tmhintqi,original_10,egemaps,egemaps,10,1023,0.0,0.06949048836594003,0.06949048836594,True
tmhintqi,rmvpe_grouped_9,whisper,whisper,9,1023,0.1921908739270383,0.10419589526047894,0.1039670745338689,False
tmhintqi,rmvpe_grouped_9,contentvec12,contentvec12,9,1023,0.07161319808488463,0.08068295382841947,0.0804864305101313,False
tmhintqi,rmvpe_grouped_9,wavlm,wavlm,9,1023,0.16968607164707633,0.10657948283997909,0.1063505814746487,False
tmhintqi,rmvpe_grouped_9,beats,beats,9,1023,0.27102988535086064,0.10372064986133352,0.103502732861307,False
