dataset,bootstrap,n_system_draws,n_unique_systems_drawn,alpha,feature,shapley_mse_utility
brspeech,46,6,4,10.0,contentvec12,0.09850921432693052
brspeech,46,6,4,10.0,egemaps,0.4878741941465936
brspeech,46,6,4,10.0,rmvpe_cont,0.16822477248995793
brspeech,46,6,4,10.0,rmvpe_quant,-1.2671004147759193
brspeech,46,6,4,10.0,speaker,0.21924830647413038
brspeech,46,6,4,10.0,wavlm,0.1830228476346484
brspeech,46,6,4,10.0,whisper,-0.017213437500135372
brspeech,47,6,3,10.0,auditory_erb,-1.4611020865499684
brspeech,47,6,3,10.0,beats,0.2074456759486396
brspeech,47,6,3,10.0,ced,-0.027251046569381997
brspeech,47,6,3,10.0,contentvec12,-0.01933482335363571
brspeech,47,6,3,10.0,egemaps,0.11008448051169577
brspeech,47,6,3,10.0,rmvpe_cont,0.41532755273930005
brspeech,47,6,3,10.0,rmvpe_quant,-0.23135687601164587
brspeech,47,6,3,10.0,speaker,0.013242180545425104
brspeech,47,6,3,10.0,wavlm,0.1310895780609578
brspeech,47,6,3,10.0,whisper,0.13798955433374457
brspeech,48,6,5,10.0,auditory_erb,0.06105558099490419
brspeech,48,6,5,10.0,beats,0.04659570482186906
brspeech,48,6,5,10.0,ced,0.15122004085031662
brspeech,48,6,5,10.0,contentvec12,0.06929804126373566
brspeech,48,6,5,10.0,egemaps,0.17676317591524168
brspeech,48,6,5,10.0,rmvpe_cont,0.0027307546705551858
brspeech,48,6,5,10.0,rmvpe_quant,0.0035987043524973363
brspeech,48,6,5,10.0,speaker,0.12824869128609565
brspeech,48,6,5,10.0,wavlm,0.11447109210574594
brspeech,48,6,5,10.0,whisper,-0.07381783782385233
brspeech,49,6,5,10.0,auditory_erb,0.06209161201450106
brspeech,49,6,5,10.0,beats,0.048264227967440454
brspeech,49,6,5,10.0,ced,0.1383726582376259
brspeech,49,6,5,10.0,contentvec12,0.0827801203595563
brspeech,49,6,5,10.0,egemaps,0.20620167248341859
brspeech,49,6,5,10.0,rmvpe_cont,0.012405710530769875
brspeech,49,6,5,10.0,rmvpe_quant,0.00252106277566053
brspeech,49,6,5,10.0,speaker,0.13257248222726672
brspeech,49,6,5,10.0,wavlm,0.12354578001249057
brspeech,49,6,5,10.0,whisper,-0.0715767451727548
bvcc,0,175,107,10.0,auditory_erb,0.0217634783087542
bvcc,0,175,107,10.0,beats,0.1093947338690171
bvcc,0,175,107,10.0,ced,0.1216936662710972
bvcc,0,175,107,10.0,contentvec12,0.0700625902699676
bvcc,0,175,107,10.0,egemaps,0.0526555385377354
bvcc,0,175,107,10.0,rmvpe_cont,0.0085139870027121
bvcc,0,175,107,10.0,rmvpe_quant,0.0025082519617698
bvcc,0,175,107,10.0,speaker,0.0915872515031017
bvcc,0,175,107,10.0,wavlm,0.0883744116949581
bvcc,0,175,107,10.0,whisper,0.0632663640162153
bvcc,1,175,111,10.0,auditory_erb,0.0175571392905002
bvcc,1,175,111,10.0,beats,0.1091265374885705
bvcc,1,175,111,10.0,ced,0.1225059944261476
bvcc,1,175,111,10.0,contentvec12,0.0659825217635007
bvcc,1,175,111,10.0,egemaps,0.0552116651003352
bvcc,1,175,111,10.0,rmvpe_cont,0.0096674972700236
bvcc,1,175,111,10.0,rmvpe_quant,0.0030608569696361
bvcc,1,175,111,10.0,speaker,0.0918765944771183
bvcc,1,175,111,10.0,wavlm,0.0975740206924078
bvcc,1,175,111,10.0,whisper,0.0554471711386847
bvcc,2,175,105,10.0,auditory_erb,0.0202266462276597
bvcc,2,175,105,10.0,beats,0.1092885169262007
bvcc,2,175,105,10.0,ced,0.1227731954312527
bvcc,2,175,105,10.0,contentvec12,0.0675367647998957
bvcc,2,175,105,10.0,egemaps,0.0509472975409675
bvcc,2,175,105,10.0,rmvpe_cont,0.009559565886143
bvcc,2,175,105,10.0,rmvpe_quant,0.001853518325523
bvcc,2,175,105,10.0,speaker,0.0987316449978572
bvcc,2,175,105,10.0,wavlm,0.0903626710313887
bvcc,2,175,105,10.0,whisper,0.0493937143260835
bvcc,3,175,111,10.0,auditory_erb,0.0208704650936502
bvcc,3,175,111,10.0,beats,0.10085264040974
bvcc,3,175,111,10.0,ced,0.1168026695200123
bvcc,3,175,111,10.0,contentvec12,0.076467248870917
bvcc,3,175,111,10.0,egemaps,0.0459590770056791
bvcc,3,175,111,10.0,rmvpe_cont,0.0055194158024918
bvcc,3,175,111,10.0,rmvpe_quant,-0.0007665381251839
bvcc,3,175,111,10.0,speaker,0.0888901709436415
bvcc,3,175,111,10.0,wavlm,0.0854564803413772
bvcc,3,175,111,10.0,whisper,0.0775135633101185
bvcc,4,175,109,10.0,auditory_erb,0.0225619236261925
bvcc,4,175,109,10.0,beats,0.1105024641545119
bvcc,4,175,109,10.0,ced,0.1172362155084894
bvcc,4,175,109,10.0,contentvec12,0.0680001896303606
bvcc,4,175,109,10.0,egemaps,0.0509463229743297
bvcc,4,175,109,10.0,rmvpe_cont,0.0077441838819767
bvcc,4,175,109,10.0,rmvpe_quant,-0.004695796069413
bvcc,4,175,109,10.0,speaker,0.0964559322369691
bvcc,4,175,109,10.0,wavlm,0.0941967908372844
bvcc,4,175,109,10.0,whisper,0.0639514715279494
bvcc,5,175,107,10.0,auditory_erb,0.024887718161412
bvcc,5,175,107,10.0,beats,0.1140576338697695
bvcc,5,175,107,10.0,ced,0.1219019554125424
bvcc,5,175,107,10.0,contentvec12,0.0705372824378083
bvcc,5,175,107,10.0,egemaps,0.0472639140320361
bvcc,5,175,107,10.0,rmvpe_cont,0.0053788018679291
bvcc,5,175,107,10.0,rmvpe_quant,0.0032590209271461
bvcc,5,175,107,10.0,speaker,0.0973130615374084
bvcc,5,175,107,10.0,wavlm,0.081405213286161
bvcc,5,175,107,10.0,whisper,0.0587672770683329
bvcc,6,175,114,10.0,auditory_erb,0.0153996677941397
bvcc,6,175,114,10.0,beats,0.1159704282326551
bvcc,6,175,114,10.0,ced,0.1141962242680959
bvcc,6,175,114,10.0,contentvec12,0.0709380653630266
bvcc,6,175,114,10.0,egemaps,0.0515321107187247
bvcc,6,175,114,10.0,rmvpe_cont,0.0047106103846352
bvcc,6,175,114,10.0,rmvpe_quant,-0.0019550600856527
bvcc,6,175,114,10.0,speaker,0.0966711502155366
bvcc,6,175,114,10.0,wavlm,0.089974231232394
bvcc,6,175,114,10.0,whisper,0.0715891233037008
bvcc,7,175,110,10.0,auditory_erb,0.0141606545941825
bvcc,7,175,110,10.0,beats,0.1206367428665374
bvcc,7,175,110,10.0,ced,0.1129470542709155
bvcc,7,175,110,10.0,contentvec12,0.0632989630887792
bvcc,7,175,110,10.0,egemaps,0.0492888391273667
bvcc,7,175,110,10.0,rmvpe_cont,0.007928791598008
bvcc,7,175,110,10.0,rmvpe_quant,-0.0012070536485913
bvcc,7,175,110,10.0,speaker,0.1012127667556846
bvcc,7,175,110,10.0,wavlm,0.0922972180804114
bvcc,7,175,110,10.0,whisper,0.0657377086949209
bvcc,8,175,108,10.0,auditory_erb,0.0207780394608061
bvcc,8,175,108,10.0,beats,0.1121854073805107
bvcc,8,175,108,10.0,ced,0.1243166869848248
bvcc,8,175,108,10.0,contentvec12,0.0740981303867901
bvcc,8,175,108,10.0,egemaps,0.0503997943976925
bvcc,8,175,108,10.0,rmvpe_cont,0.0075266414339444
bvcc,8,175,108,10.0,rmvpe_quant,0.0002254230946059
bvcc,8,175,108,10.0,speaker,0.0930119633736781
bvcc,8,175,108,10.0,wavlm,0.0920955302465262
bvcc,8,175,108,10.0,whisper,0.058972845233616
bvcc,9,175,107,10.0,auditory_erb,0.0188603613676166
bvcc,9,175,107,10.0,beats,0.1091772507517489
bvcc,9,175,107,10.0,ced,0.1152497197744893
bvcc,9,175,107,10.0,contentvec12,0.0765924851712028
bvcc,9,175,107,10.0,egemaps,0.0491592531660723
bvcc,9,175,107,10.0,rmvpe_cont,0.0054602223080912
bvcc,9,175,107,10.0,rmvpe_quant,0.000599073900827
bvcc,9,175,107,10.0,speaker,0.0988919271491109
bvcc,9,175,107,10.0,wavlm,0.1022518899287486
bvcc,9,175,107,10.0,whisper,0.045557000746323
bvcc,10,175,107,10.0,auditory_erb,0.0165716644096423
bvcc,10,175,107,10.0,beats,0.1140912315900191
bvcc,10,175,107,10.0,ced,0.1235920204597863
bvcc,10,175,107,10.0,contentvec12,0.0787048307302188
bvcc,10,175,107,10.0,egemaps,0.0361707179280606
bvcc,10,175,107,10.0,rmvpe_cont,0.0039085039670289
bvcc,10,175,107,10.0,rmvpe_quant,-0.0002908393734439
bvcc,10,175,107,10.0,speaker,0.0819843142764836
bvcc,10,175,107,10.0,wavlm,0.1034467431692112
bvcc,10,175,107,10.0,whisper,0.0611456774547519
bvcc,11,175,118,10.0,auditory_erb,0.0223638129538188
bvcc,11,175,118,10.0,beats,0.10852993418843
bvcc,11,175,118,10.0,ced,0.1181694212817326
bvcc,11,175,118,10.0,contentvec12,0.0716888970525965
bvcc,11,175,118,10.0,egemaps,0.0497744352997057
bvcc,11,175,118,10.0,rmvpe_cont,0.007978167118687
bvcc,11,175,118,10.0,rmvpe_quant,-0.002777154679976
bvcc,11,175,118,10.0,speaker,0.0966749369231525
bvcc,11,175,118,10.0,wavlm,0.093225144252215
bvcc,11,175,118,10.0,whisper,0.0509076084504022
bvcc,12,175,107,10.0,auditory_erb,0.025863899424831
bvcc,12,175,107,10.0,beats,0.1036989011657311
bvcc,12,175,107,10.0,ced,0.1233720651419234
bvcc,12,175,107,10.0,contentvec12,0.0744136019073236
bvcc,12,175,107,10.0,egemaps,0.0539965607914286
bvcc,12,175,107,10.0,rmvpe_cont,0.0112064771089989
bvcc,12,175,107,10.0,rmvpe_quant,0.0008818008991282
bvcc,12,175,107,10.0,speaker,0.097107181014405
bvcc,12,175,107,10.0,wavlm,0.0810103850411608
bvcc,12,175,107,10.0,whisper,0.0555430551317154
bvcc,13,175,115,10.0,auditory_erb,0.0178657674844292
bvcc,13,175,115,10.0,beats,0.1098920287054662
bvcc,13,175,115,10.0,ced,0.122247960387139
bvcc,13,175,115,10.0,contentvec12,0.0706416373401552
bvcc,13,175,115,10.0,egemaps,0.0492504725122885
bvcc,13,175,115,10.0,rmvpe_cont,0.0097733808928658
bvcc,13,175,115,10.0,rmvpe_quant,3.5145668952964043e-05
bvcc,13,175,115,10.0,speaker,0.10098061369906
bvcc,13,175,115,10.0,wavlm,0.0826905042272505
bvcc,13,175,115,10.0,whisper,0.0603032426811022
bvcc,14,175,113,10.0,auditory_erb,0.0178420492617458
bvcc,14,175,113,10.0,beats,0.1211973410382816
bvcc,14,175,113,10.0,ced,0.1176652931961761
bvcc,14,175,113,10.0,contentvec12,0.067164468994982
bvcc,14,175,113,10.0,egemaps,0.0539725141352294
bvcc,14,175,113,10.0,rmvpe_cont,0.0080913804136024
bvcc,14,175,113,10.0,rmvpe_quant,0.0017914915588619
bvcc,14,175,113,10.0,speaker,0.0958692513059489
bvcc,14,175,113,10.0,wavlm,0.0913766182612222
bvcc,14,175,113,10.0,whisper,0.0531546658360086
bvcc,15,175,108,10.0,auditory_erb,0.0240961339360749
bvcc,15,175,108,10.0,beats,0.1032452373632496
bvcc,15,175,108,10.0,ced,0.118428161477502
bvcc,15,175,108,10.0,contentvec12,0.0694938974550625
bvcc,15,175,108,10.0,egemaps,0.047789905311745
bvcc,15,175,108,10.0,rmvpe_cont,0.0075971393703481
bvcc,15,175,108,10.0,rmvpe_quant,0.0009902191452961
bvcc,15,175,108,10.0,speaker,0.0945426634629379
bvcc,15,175,108,10.0,wavlm,0.0896899510692633
bvcc,15,175,108,10.0,whisper,0.0609929481480851
bvcc,16,175,110,10.0,auditory_erb,0.0254773690611574
bvcc,16,175,110,10.0,beats,0.1061731286069555
bvcc,16,175,110,10.0,ced,0.1202764421046773
bvcc,16,175,110,10.0,contentvec12,0.0679814214599013
bvcc,16,175,110,10.0,egemaps,0.050651106913881
bvcc,16,175,110,10.0,rmvpe_cont,0.0027298824917221
bvcc,16,175,110,10.0,rmvpe_quant,-0.0029888089675583
bvcc,16,175,110,10.0,speaker,0.0913968924957652
bvcc,16,175,110,10.0,wavlm,0.0925597128059625
bvcc,16,175,110,10.0,whisper,0.0633730824976132
bvcc,17,175,114,10.0,auditory_erb,0.0198765185468708
bvcc,17,175,114,10.0,beats,0.0979379572140249
bvcc,17,175,114,10.0,ced,0.1221497225564622
bvcc,17,175,114,10.0,contentvec12,0.0746935910858024
bvcc,17,175,114,10.0,egemaps,0.0536580354228798
bvcc,17,175,114,10.0,rmvpe_cont,0.0086413056305085
bvcc,17,175,114,10.0,rmvpe_quant,-0.0016254657818605
bvcc,17,175,114,10.0,speaker,0.0890996676258109
bvcc,17,175,114,10.0,wavlm,0.0942524285085328
bvcc,17,175,114,10.0,whisper,0.0711718737962102
bvcc,18,175,117,10.0,auditory_erb,0.0226085951592928
bvcc,18,175,117,10.0,beats,0.1081420516315374
bvcc,18,175,117,10.0,ced,0.1243615664473782
bvcc,18,175,117,10.0,contentvec12,0.0769685925811579
bvcc,18,175,117,10.0,egemaps,0.0542015741229273
bvcc,18,175,117,10.0,rmvpe_cont,0.0048737804707467
bvcc,18,175,117,10.0,rmvpe_quant,-0.0088889516552007
bvcc,18,175,117,10.0,speaker,0.1004156868414059
bvcc,18,175,117,10.0,wavlm,0.0949945530284502
bvcc,18,175,117,10.0,whisper,0.0538859167737996
bvcc,19,175,107,10.0,auditory_erb,0.0239581268473916
bvcc,19,175,107,10.0,beats,0.1110284899062204
bvcc,19,175,107,10.0,ced,0.1148645698361705
bvcc,19,175,107,10.0,contentvec12,0.0743921055938965
bvcc,19,175,107,10.0,egemaps,0.0523519792195086
bvcc,19,175,107,10.0,rmvpe_cont,0.0112332168739722
bvcc,19,175,107,10.0,rmvpe_quant,-0.0044542328041415
bvcc,19,175,107,10.0,speaker,0.1017005051572267
bvcc,19,175,107,10.0,wavlm,0.0878153536323406
bvcc,19,175,107,10.0,whisper,0.0653427261932194
bvcc,20,175,116,10.0,auditory_erb,0.0166735289305324
bvcc,20,175,116,10.0,beats,0.1033589450811933
bvcc,20,175,116,10.0,ced,0.1248877004675931
bvcc,20,175,116,10.0,contentvec12,0.0782597916729025
bvcc,20,175,116,10.0,egemaps,0.0564554282766749
bvcc,20,175,116,10.0,rmvpe_cont,0.0100408907679759
bvcc,20,175,116,10.0,rmvpe_quant,0.0026335091958238
bvcc,20,175,116,10.0,speaker,0.094142577858441
bvcc,20,175,116,10.0,wavlm,0.079817740380642
bvcc,20,175,116,10.0,whisper,0.0579084883286497
bvcc,21,175,112,10.0,auditory_erb,0.0213709221060722
bvcc,21,175,112,10.0,beats,0.1236143923391408
bvcc,21,175,112,10.0,ced,0.1266311910638281
bvcc,21,175,112,10.0,contentvec12,0.068849471425367
bvcc,21,175,112,10.0,egemaps,0.0539992500818265
bvcc,21,175,112,10.0,rmvpe_cont,0.0081776488365606
bvcc,21,175,112,10.0,rmvpe_quant,0.0028699613103225
bvcc,21,175,112,10.0,speaker,0.0908637119669453
bvcc,21,175,112,10.0,wavlm,0.0775938312321885
bvcc,21,175,112,10.0,whisper,0.0502284528498196
bvcc,22,175,113,10.0,auditory_erb,0.02705122518733
bvcc,22,175,113,10.0,beats,0.1096599047901373
bvcc,22,175,113,10.0,ced,0.1112628850656318
bvcc,22,175,113,10.0,contentvec12,0.0743128648037053
bvcc,22,175,113,10.0,egemaps,0.0466345455787699
bvcc,22,175,113,10.0,rmvpe_cont,0.0063046154655746
bvcc,22,175,113,10.0,rmvpe_quant,-0.0009604423900865
bvcc,22,175,113,10.0,speaker,0.0904983239302966
bvcc,22,175,113,10.0,wavlm,0.1001069886547578
bvcc,22,175,113,10.0,whisper,0.0417517705321364
bvcc,23,175,105,10.0,auditory_erb,0.0175780780517132
bvcc,23,175,105,10.0,beats,0.1121134226721335
bvcc,23,175,105,10.0,ced,0.1236784194060178
bvcc,23,175,105,10.0,contentvec12,0.0721020261410126
bvcc,23,175,105,10.0,egemaps,0.0439050306130292
bvcc,23,175,105,10.0,rmvpe_cont,0.006765217875697
bvcc,23,175,105,10.0,rmvpe_quant,-0.0012316682911031
bvcc,23,175,105,10.0,speaker,0.0842821233101166
bvcc,23,175,105,10.0,wavlm,0.0856197369791377
bvcc,23,175,105,10.0,whisper,0.0690164435491001
bvcc,24,175,109,10.0,auditory_erb,0.0300692551997207
bvcc,24,175,109,10.0,beats,0.1193104679756598
bvcc,24,175,109,10.0,ced,0.1201220960732065
bvcc,24,175,109,10.0,contentvec12,0.0778913574033687
bvcc,24,175,109,10.0,egemaps,0.0556907223125579
bvcc,24,175,109,10.0,rmvpe_cont,0.0092991426073734
bvcc,24,175,109,10.0,rmvpe_quant,-0.0052753153576167
bvcc,24,175,109,10.0,speaker,0.0952104522125619
bvcc,24,175,109,10.0,wavlm,0.1026079738115689
bvcc,24,175,109,10.0,whisper,0.0496942071435503
bvcc,25,175,116,10.0,auditory_erb,0.0278768302814093
bvcc,25,175,116,10.0,beats,0.1076107634878354
bvcc,25,175,116,10.0,ced,0.1173294343057218
bvcc,25,175,116,10.0,contentvec12,0.0760765696256272
bvcc,25,175,116,10.0,egemaps,0.0497174550875087
bvcc,25,175,116,10.0,rmvpe_cont,0.0087013257108059
bvcc,25,175,116,10.0,rmvpe_quant,0.0002574722003287
bvcc,25,175,116,10.0,speaker,0.0883250557774542
bvcc,25,175,116,10.0,wavlm,0.097504005176522
bvcc,25,175,116,10.0,whisper,0.0556224948861731
bvcc,26,175,110,10.0,auditory_erb,0.0238086751386588
bvcc,26,175,110,10.0,beats,0.1079066715128396
bvcc,26,175,110,10.0,ced,0.1162694682062996
bvcc,26,175,110,10.0,contentvec12,0.0698862663497612
bvcc,26,175,110,10.0,egemaps,0.0533604284033609
bvcc,26,175,110,10.0,rmvpe_cont,0.0069132446680131
bvcc,26,175,110,10.0,rmvpe_quant,0.0006898593330249
bvcc,26,175,110,10.0,speaker,0.0930843839278762
bvcc,26,175,110,10.0,wavlm,0.0936406936213766
bvcc,26,175,110,10.0,whisper,0.0419747540470024
bvcc,27,175,119,10.0,auditory_erb,0.0268045207973868
bvcc,27,175,119,10.0,beats,0.1069537918838712
bvcc,27,175,119,10.0,ced,0.1169364633132431
bvcc,27,175,119,10.0,contentvec12,0.072531426970625
bvcc,27,175,119,10.0,egemaps,0.0562366800801058
bvcc,27,175,119,10.0,rmvpe_cont,0.0104952774838662
bvcc,27,175,119,10.0,rmvpe_quant,-0.0013096963979886
bvcc,27,175,119,10.0,speaker,0.0937856428610004
bvcc,27,175,119,10.0,wavlm,0.0983143853354739
bvcc,27,175,119,10.0,whisper,0.0430358773024587
bvcc,28,175,111,10.0,auditory_erb,0.0263232726041777
bvcc,28,175,111,10.0,beats,0.1079649660926253
bvcc,28,175,111,10.0,ced,0.1199634884897229
bvcc,28,175,111,10.0,contentvec12,0.0673735380282578
bvcc,28,175,111,10.0,egemaps,0.0510969029907246
bvcc,28,175,111,10.0,rmvpe_cont,0.0093041697289898
bvcc,28,175,111,10.0,rmvpe_quant,-0.0036989115726271
bvcc,28,175,111,10.0,speaker,0.0928287174209942
bvcc,28,175,111,10.0,wavlm,0.0930368402092753
bvcc,28,175,111,10.0,whisper,0.0626786208065621
bvcc,29,175,108,10.0,auditory_erb,0.017324255305081
bvcc,29,175,108,10.0,beats,0.1066904988204829
bvcc,29,175,108,10.0,ced,0.1180767245320359
bvcc,29,175,108,10.0,contentvec12,0.0698255968405004
bvcc,29,175,108,10.0,egemaps,0.0523711133908924
bvcc,29,175,108,10.0,rmvpe_cont,0.0071446084948675
bvcc,29,175,108,10.0,rmvpe_quant,-0.0026864879918854
bvcc,29,175,108,10.0,speaker,0.0877397188082311
bvcc,29,175,108,10.0,wavlm,0.0915977311482291
bvcc,29,175,108,10.0,whisper,0.0648653678937771
bvcc,30,175,107,10.0,auditory_erb,0.026301025294991846
bvcc,30,175,107,10.0,beats,0.11199108814181236
bvcc,30,175,107,10.0,ced,0.12152906219359337
bvcc,30,175,107,10.0,contentvec12,0.06674492491319789
bvcc,30,175,107,10.0,egemaps,0.05006007011555571
bvcc,30,175,107,10.0,rmvpe_cont,0.008619310492747381
bvcc,30,175,107,10.0,rmvpe_quant,0.00046079720928320344
bvcc,30,175,107,10.0,speaker,0.09230187237470522
bvcc,30,175,107,10.0,wavlm,0.09031890853130999
bvcc,30,175,107,10.0,whisper,0.056350531206847604
bvcc,31,175,114,10.0,auditory_erb,0.01977058630138902
bvcc,31,175,114,10.0,beats,0.11579618906705233
bvcc,31,175,114,10.0,ced,0.11805439674974055
bvcc,31,175,114,10.0,contentvec12,0.07743701794886357
bvcc,31,175,114,10.0,egemaps,0.0545761069837105
bvcc,31,175,114,10.0,rmvpe_cont,0.00755095625934953
bvcc,31,175,114,10.0,rmvpe_quant,0.0020393506980603167
bvcc,31,175,114,10.0,speaker,0.10083143660819532
bvcc,31,175,114,10.0,wavlm,0.09318602720543329
bvcc,31,175,114,10.0,whisper,0.047735833936173304
bvcc,32,175,118,10.0,auditory_erb,0.024852333942045148
bvcc,32,175,118,10.0,beats,0.09604575550951179
bvcc,32,175,118,10.0,ced,0.1179233743213216
bvcc,32,175,118,10.0,contentvec12,0.07596256286529562
bvcc,32,175,118,10.0,egemaps,0.052201590350625875
bvcc,32,175,118,10.0,rmvpe_cont,0.009311142057812014
bvcc,32,175,118,10.0,rmvpe_quant,-0.00033832208006057916
bvcc,32,175,118,10.0,speaker,0.0855724390469685
bvcc,32,175,118,10.0,wavlm,0.08254100060951361
bvcc,32,175,118,10.0,whisper,0.07452039709328352
bvcc,33,175,116,10.0,auditory_erb,0.01988036078158718
bvcc,33,175,116,10.0,beats,0.10990568969671834
bvcc,33,175,116,10.0,ced,0.12288033114898549
bvcc,33,175,116,10.0,contentvec12,0.07122440260023771
bvcc,33,175,116,10.0,egemaps,0.04950784215004089
bvcc,33,175,116,10.0,rmvpe_cont,0.00563448294892059
bvcc,33,175,116,10.0,rmvpe_quant,0.0015601724002392147
bvcc,33,175,116,10.0,speaker,0.09122487936391936
bvcc,33,175,116,10.0,wavlm,0.08907284428879181
bvcc,33,175,116,10.0,whisper,0.0687866078011557
bvcc,34,175,107,10.0,auditory_erb,0.01792110020234033
bvcc,34,175,107,10.0,beats,0.10654357990627317
bvcc,34,175,107,10.0,ced,0.11825465581216607
bvcc,34,175,107,10.0,contentvec12,0.06968675298554057
bvcc,34,175,107,10.0,egemaps,0.04844224387845813
bvcc,34,175,107,10.0,rmvpe_cont,0.01000873600298233
bvcc,34,175,107,10.0,rmvpe_quant,-0.0026874958472028576
bvcc,34,175,107,10.0,speaker,0.10546439544218256
bvcc,34,175,107,10.0,wavlm,0.09213444575702885
bvcc,34,175,107,10.0,whisper,0.05359520933854768
bvcc,35,175,113,10.0,auditory_erb,0.020797680999484605
bvcc,35,175,113,10.0,beats,0.10918734772211289
bvcc,35,175,113,10.0,ced,0.12070133938767523
bvcc,35,175,113,10.0,contentvec12,0.0733407736025742
bvcc,35,175,113,10.0,egemaps,0.04705125751239734
bvcc,35,175,113,10.0,rmvpe_cont,0.009558639194920372
bvcc,35,175,113,10.0,rmvpe_quant,-0.00619309724502456
bvcc,35,175,113,10.0,speaker,0.09369931045195758
bvcc,35,175,113,10.0,wavlm,0.0977176505395519
bvcc,35,175,113,10.0,whisper,0.050838217155735804
bvcc,36,175,114,10.0,auditory_erb,0.019875737583038833
bvcc,36,175,114,10.0,beats,0.1128808315078807
bvcc,36,175,114,10.0,ced,0.10978105084365544
bvcc,36,175,114,10.0,contentvec12,0.07861686824304492
bvcc,36,175,114,10.0,egemaps,0.04795524004799187
bvcc,36,175,114,10.0,rmvpe_cont,0.009018934455927151
bvcc,36,175,114,10.0,rmvpe_quant,0.003330561518641321
bvcc,36,175,114,10.0,speaker,0.0906836668104017
bvcc,36,175,114,10.0,wavlm,0.09102102990652207
bvcc,36,175,114,10.0,whisper,0.05359378858930502
bvcc,37,175,109,10.0,auditory_erb,0.022473731913909032
bvcc,37,175,109,10.0,beats,0.10193626549434301
bvcc,37,175,109,10.0,ced,0.12341121978872878
bvcc,37,175,109,10.0,contentvec12,0.07028106545444432
bvcc,37,175,109,10.0,egemaps,0.052272359012210876
bvcc,37,175,109,10.0,rmvpe_cont,0.004711993014048646
bvcc,37,175,109,10.0,rmvpe_quant,0.0013620038026378601
bvcc,37,175,109,10.0,speaker,0.09110018104876283
bvcc,37,175,109,10.0,wavlm,0.09126695956158848
bvcc,37,175,109,10.0,whisper,0.051883121098890185
bvcc,38,175,113,10.0,auditory_erb,0.024321765694494974
bvcc,38,175,113,10.0,beats,0.10324745908736742
bvcc,38,175,113,10.0,ced,0.10603908708031348
bvcc,38,175,113,10.0,contentvec12,0.07196216735805004
bvcc,38,175,113,10.0,egemaps,0.04803290038859555
bvcc,38,175,113,10.0,rmvpe_cont,0.009405218324407
bvcc,38,175,113,10.0,rmvpe_quant,-0.002343571945225021
bvcc,38,175,113,10.0,speaker,0.10144727659266135
bvcc,38,175,113,10.0,wavlm,0.09768074050978616
bvcc,38,175,113,10.0,whisper,0.058882970824513686
bvcc,39,175,115,10.0,auditory_erb,0.020434534064241665
bvcc,39,175,115,10.0,beats,0.11614382243172727
bvcc,39,175,115,10.0,ced,0.11521643585828586
bvcc,39,175,115,10.0,contentvec12,0.06581900013020146
bvcc,39,175,115,10.0,egemaps,0.05661918280409551
bvcc,39,175,115,10.0,rmvpe_cont,0.005162458786210792
bvcc,39,175,115,10.0,rmvpe_quant,-0.0015717491280598532
bvcc,39,175,115,10.0,speaker,0.0908312903247651
bvcc,39,175,115,10.0,wavlm,0.08851992420485345
bvcc,39,175,115,10.0,whisper,0.06740978473853297
bvcc,40,175,105,10.0,auditory_erb,0.027418305108468176
bvcc,40,175,105,10.0,beats,0.10433511982884297
bvcc,40,175,105,10.0,ced,0.11494131946358982
bvcc,40,175,105,10.0,contentvec12,0.06931146434916598
bvcc,40,175,105,10.0,egemaps,0.049761586478645904
bvcc,40,175,105,10.0,rmvpe_cont,0.008459081460668453
bvcc,40,175,105,10.0,rmvpe_quant,-0.0003165527052489082
bvcc,40,175,105,10.0,speaker,0.0950627718933505
bvcc,40,175,105,10.0,wavlm,0.08158751133413233
bvcc,40,175,105,10.0,whisper,0.05838226502709408
bvcc,41,175,107,10.0,auditory_erb,0.0213347088282065
bvcc,41,175,107,10.0,beats,0.10365957445778712
bvcc,41,175,107,10.0,ced,0.12701420139848607
bvcc,41,175,107,10.0,contentvec12,0.0655588118583886
bvcc,41,175,107,10.0,egemaps,0.05112953562302062
bvcc,41,175,107,10.0,rmvpe_cont,0.010063177604584373
bvcc,41,175,107,10.0,rmvpe_quant,0.0015785849677304186
bvcc,41,175,107,10.0,speaker,0.0834534810641713
bvcc,41,175,107,10.0,wavlm,0.09181386193916333
bvcc,41,175,107,10.0,whisper,0.059026971168127745
bvcc,42,175,115,10.0,auditory_erb,0.023081929195285258
bvcc,42,175,115,10.0,beats,0.10559747540963801
bvcc,42,175,115,10.0,ced,0.10791597958536651
bvcc,42,175,115,10.0,contentvec12,0.07353614288391908
bvcc,42,175,115,10.0,egemaps,0.0527226132790155
bvcc,42,175,115,10.0,rmvpe_cont,0.007364558563158179
bvcc,42,175,115,10.0,rmvpe_quant,-0.0019638576380415548
bvcc,42,175,115,10.0,speaker,0.09045676261206306
bvcc,42,175,115,10.0,wavlm,0.08866335012389433
bvcc,42,175,115,10.0,whisper,0.07035647977981632
bvcc,43,175,114,10.0,auditory_erb,0.025153639130835924
bvcc,43,175,114,10.0,beats,0.10551535312899893
bvcc,43,175,114,10.0,ced,0.11517854673228513
bvcc,43,175,114,10.0,contentvec12,0.07042322784702866
bvcc,43,175,114,10.0,egemaps,0.048324073319687355
