dataset,outer_fold,method,k,mask,features,inner_equal_system_mse,inner_utterance_mse,outer_utterance_mse,n_outer_systems,n_outer_items,weights_json
brspeech,0,gate,1,512,egemaps,1.2464749055749451,1.5293188722962534,1.0431087515035795,1,628,"{""egemaps"": 1.0}"
brspeech,0,gate,2,516,wavlm+egemaps,0.9318468823902402,1.0837002182278577,1.1337438001850224,1,628,"{""wavlm"": 0.42456799794308864, ""egemaps"": 0.5754320020569114}"
brspeech,0,gate,3,772,wavlm+ced+egemaps,0.9253320501192828,1.0925192122901837,1.126471735399343,1,628,"{""wavlm"": 0.42892482090180256, ""ced"": 0.07270664612098778, ""egemaps"": 0.4983685329772097}"
brspeech,0,gate,4,774,contentvec12+wavlm+ced+egemaps,0.922075366508738,1.0894061266903825,1.0989735335173163,1,628,"{""contentvec12"": 0.04755394057714982, ""wavlm"": 0.39927017466280196, ""ced"": 0.06575407476472779, ""egemaps"": 0.4874218099953205}"
brspeech,0,gate,5,782,contentvec12+wavlm+beats+ced+egemaps,0.9220753665122764,1.0894058648995752,1.098973972029357,1,628,"{""contentvec12"": 0.04755428805272707, ""wavlm"": 0.3992713925497995, ""beats"": 0.0, ""ced"": 0.06575375338613922, ""egemaps"": 0.48742056601133427}"
brspeech,0,gate,6,783,whisper+contentvec12+wavlm+beats+ced+egemaps,0.9220753665175376,1.0894057466551406,1.098973763924138,1,628,"{""whisper"": 5.690480730153679e-18, ""contentvec12"": 0.047555091243836944, ""wavlm"": 0.3992713429464707, ""beats"": 4.37950597469302e-18, ""ced"": 0.06575333419602951, ""egemaps"": 0.4874202316136628}"
brspeech,0,gate,7,815,whisper+contentvec12+wavlm+beats+speaker+ced+egemaps,0.9220753665100736,1.0894059105755824,1.0989741591187263,1,628,"{""whisper"": 3.680425564153756e-18, ""contentvec12"": 0.04755348766085867, ""wavlm"": 0.3992712793708077, ""beats"": 1.4216935511047196e-17, ""speaker"": 0.0, ""ced"": 0.06575372596598049, ""egemaps"": 0.4874215070023532}"
brspeech,0,gate,8,879,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,0.9220753665211044,1.089405529102855,1.0989735051778329,1,628,"{""whisper"": 8.18395361154751e-18, ""contentvec12"": 0.047554674775760156, ""wavlm"": 0.39926989971713694, ""beats"": 1.2273339523652705e-17, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""ced"": 0.06575126268357791, ""egemaps"": 0.4874241628235249}"
brspeech,0,gate,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.9220753665465616,1.0894064649938977,1.0989709256586488,1,628,"{""whisper"": 0.0, ""contentvec12"": 0.04755606720547433, ""wavlm"": 0.3992649789476028, ""beats"": 0.0, ""auditory_erb"": 1.657136003064578e-17, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""ced"": 0.06575256455967436, ""egemaps"": 0.4874263892872486}"
brspeech,0,gate,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9220753665527852,1.089406417117119,1.0989707771812365,1,628,"{""whisper"": 1.1245638454034745e-17, ""contentvec12"": 0.04755622345031328, ""wavlm"": 0.39926461869994806, ""beats"": 1.78953375647903e-17, ""auditory_erb"": 0.0, ""speaker"": 8.603680703950086e-18, ""rmvpe_cont"": 2.1054935298615782e-18, ""rmvpe_quant"": 0.0, ""ced"": 0.06575213030673047, ""egemaps"": 0.48742702754300826}"
brspeech,0,shapley,1,512,egemaps,1.2464749055749451,1.5293188722962534,1.0431087515035795,1,628,"{""egemaps"": 1.0}"
brspeech,0,shapley,2,516,wavlm+egemaps,0.9318468823902402,1.0837002182278577,1.1337438001850224,1,628,"{""wavlm"": 0.42456799794308864, ""egemaps"": 0.5754320020569114}"
brspeech,0,shapley,3,548,wavlm+speaker+egemaps,0.9318468823902402,1.0837002182278577,1.1337438001850224,1,628,"{""wavlm"": 0.42456799794308897, ""speaker"": 1.3552527156068805e-19, ""egemaps"": 0.575432002056911}"
brspeech,0,shapley,4,550,contentvec12+wavlm+speaker+egemaps,0.9273081558091032,1.0824109500326424,1.1014328348141853,1,628,"{""contentvec12"": 0.055631926724373885, ""wavlm"": 0.3903633702720644, ""speaker"": 1.6635727084074459e-18, ""egemaps"": 0.5540047030035617}"
brspeech,0,shapley,5,806,contentvec12+wavlm+speaker+ced+egemaps,0.9220753665085072,1.089406169394151,1.098973675623319,1,628,"{""contentvec12"": 0.04755375754810949, ""wavlm"": 0.39927048465990295, ""speaker"": 1.0923760404265084e-17, ""ced"": 0.06575444551490647, ""egemaps"": 0.487421312277081}"
brspeech,0,shapley,6,870,contentvec12+wavlm+speaker+rmvpe_cont+ced+egemaps,0.9220753665140882,1.0894057530501444,1.0989734784961858,1,628,"{""contentvec12"": 0.0475546124139574, ""wavlm"": 0.39927008651653884, ""speaker"": 3.0357660829594116e-18, ""rmvpe_cont"": 0.0, ""ced"": 0.06575241652809677, ""egemaps"": 0.48742288454140686}"
brspeech,0,shapley,7,878,contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,0.9220753665114574,1.0894061831504398,1.0989729315539003,1,628,"{""contentvec12"": 0.04755450763900365, ""wavlm"": 0.399269013299967, ""beats"": 0.0, ""speaker"": 9.053088140253962e-18, ""rmvpe_cont"": 6.613633252161577e-18, ""ced"": 0.06575366692800595, ""egemaps"": 0.4874228121330234}"
brspeech,0,shapley,8,879,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,0.9220753665211044,1.089405529102855,1.0989735051778329,1,628,"{""whisper"": 8.18395361154751e-18, ""contentvec12"": 0.047554674775760156, ""wavlm"": 0.39926989971713694, ""beats"": 1.2273339523652705e-17, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""ced"": 0.06575126268357791, ""egemaps"": 0.4874241628235249}"
brspeech,0,shapley,9,1007,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.922075366511719,1.0894057979597709,1.098973825479992,1,628,"{""whisper"": 2.664200963430525e-18, ""contentvec12"": 0.04755406162924658, ""wavlm"": 0.3992706643658162, ""beats"": 7.982192482345834e-18, ""speaker"": 3.1537713620616805e-18, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.0, ""ced"": 0.06575290380845124, ""egemaps"": 0.48742237019648593}"
brspeech,0,shapley,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9220753665527852,1.089406417117119,1.0989707771812365,1,628,"{""whisper"": 1.1245638454034745e-17, ""contentvec12"": 0.04755622345031328, ""wavlm"": 0.39926461869994806, ""beats"": 1.78953375647903e-17, ""auditory_erb"": 0.0, ""speaker"": 8.603680703950086e-18, ""rmvpe_cont"": 2.1054935298615782e-18, ""rmvpe_quant"": 0.0, ""ced"": 0.06575213030673047, ""egemaps"": 0.48742702754300826}"
brspeech,0,singleton,1,512,egemaps,1.2464749055749451,1.5293188722962534,1.0431087515035795,1,628,"{""egemaps"": 1.0}"
brspeech,0,singleton,2,516,wavlm+egemaps,0.9318468823902402,1.0837002182278577,1.1337438001850224,1,628,"{""wavlm"": 0.42456799794308864, ""egemaps"": 0.5754320020569114}"
brspeech,0,singleton,3,548,wavlm+speaker+egemaps,0.9318468823902402,1.0837002182278577,1.1337438001850224,1,628,"{""wavlm"": 0.42456799794308897, ""speaker"": 1.3552527156068805e-19, ""egemaps"": 0.575432002056911}"
brspeech,0,singleton,4,612,wavlm+speaker+rmvpe_cont+egemaps,0.9318468823902402,1.0837002182278577,1.1337438001850224,1,628,"{""wavlm"": 0.42456799794308886, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""egemaps"": 0.5754320020569111}"
brspeech,0,singleton,5,614,contentvec12+wavlm+speaker+rmvpe_cont+egemaps,0.9273081559148968,1.0824118024858338,1.1014287175400117,1,628,"{""contentvec12"": 0.05563415904827887, ""wavlm"": 0.39035449179071635, ""speaker"": 0.0, ""rmvpe_cont"": 9.351243737687476e-19, ""egemaps"": 0.5540113491610049}"
brspeech,0,singleton,6,870,contentvec12+wavlm+speaker+rmvpe_cont+ced+egemaps,0.9220753665140882,1.0894057530501444,1.0989734784961858,1,628,"{""contentvec12"": 0.0475546124139574, ""wavlm"": 0.39927008651653884, ""speaker"": 3.0357660829594116e-18, ""rmvpe_cont"": 0.0, ""ced"": 0.06575241652809677, ""egemaps"": 0.48742288454140686}"
brspeech,0,singleton,7,878,contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,0.9220753665114574,1.0894061831504398,1.0989729315539003,1,628,"{""contentvec12"": 0.04755450763900365, ""wavlm"": 0.399269013299967, ""beats"": 0.0, ""speaker"": 9.053088140253962e-18, ""rmvpe_cont"": 6.613633252161577e-18, ""ced"": 0.06575366692800595, ""egemaps"": 0.4874228121330234}"
brspeech,0,singleton,8,879,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,0.9220753665211044,1.089405529102855,1.0989735051778329,1,628,"{""whisper"": 8.18395361154751e-18, ""contentvec12"": 0.047554674775760156, ""wavlm"": 0.39926989971713694, ""beats"": 1.2273339523652705e-17, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""ced"": 0.06575126268357791, ""egemaps"": 0.4874241628235249}"
brspeech,0,singleton,9,1007,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.922075366511719,1.0894057979597709,1.098973825479992,1,628,"{""whisper"": 2.664200963430525e-18, ""contentvec12"": 0.04755406162924658, ""wavlm"": 0.3992706643658162, ""beats"": 7.982192482345834e-18, ""speaker"": 3.1537713620616805e-18, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.0, ""ced"": 0.06575290380845124, ""egemaps"": 0.48742237019648593}"
brspeech,0,singleton,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9220753665527852,1.089406417117119,1.0989707771812365,1,628,"{""whisper"": 1.1245638454034745e-17, ""contentvec12"": 0.04755622345031328, ""wavlm"": 0.39926461869994806, ""beats"": 1.78953375647903e-17, ""auditory_erb"": 0.0, ""speaker"": 8.603680703950086e-18, ""rmvpe_cont"": 2.1054935298615782e-18, ""rmvpe_quant"": 0.0, ""ced"": 0.06575213030673047, ""egemaps"": 0.48742702754300826}"
brspeech,0,inner_search,1,512,egemaps,1.2464749055749451,1.5293188722962534,1.0431087515035795,1,628,"{""egemaps"": 1.0}"
brspeech,0,inner_search,2,516,wavlm+egemaps,0.9318468823902402,1.0837002182278577,1.1337438001850224,1,628,"{""wavlm"": 0.42456799794308864, ""egemaps"": 0.5754320020569114}"
brspeech,0,inner_search,3,772,wavlm+ced+egemaps,0.9253320501192828,1.0925192122901837,1.126471735399343,1,628,"{""wavlm"": 0.42892482090180256, ""ced"": 0.07270664612098778, ""egemaps"": 0.4983685329772097}"
brspeech,0,inner_search,4,774,contentvec12+wavlm+ced+egemaps,0.922075366508738,1.0894061266903825,1.0989735335173163,1,628,"{""contentvec12"": 0.04755394057714982, ""wavlm"": 0.39927017466280196, ""ced"": 0.06575407476472779, ""egemaps"": 0.4874218099953205}"
brspeech,0,inner_search,5,790,contentvec12+wavlm+auditory_erb+ced+egemaps,0.9220753665085056,1.0894061658898568,1.0989736844242834,1,628,"{""contentvec12"": 0.04755373419400179, ""wavlm"": 0.39927048416941735, ""auditory_erb"": 7.37257477290143e-18, ""ced"": 0.06575442415011297, ""egemaps"": 0.4874213574864679}"
brspeech,0,inner_search,6,791,whisper+contentvec12+wavlm+auditory_erb+ced+egemaps,0.9220753665085054,1.0894061655792295,1.0989736854773098,1,628,"{""whisper"": 0.0, ""contentvec12"": 0.04755373240588677, ""wavlm"": 0.3992704851769221, ""auditory_erb"": 4.561397083005954e-18, ""ced"": 0.06575442302464082, ""egemaps"": 0.4874213593925502}"
brspeech,0,inner_search,7,871,whisper+contentvec12+wavlm+speaker+rmvpe_cont+ced+egemaps,0.9220753665085047,1.089406165520937,1.0989736856869694,1,628,"{""whisper"": 2.9056665292501296e-18, ""contentvec12"": 0.047553732323834474, ""wavlm"": 0.39927048563050754, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""ced"": 0.06575442304399115, ""egemaps"": 0.48742135900166683}"
brspeech,0,inner_search,8,927,whisper+contentvec12+wavlm+beats+auditory_erb+rmvpe_quant+ced+egemaps,0.9220753665085054,1.0894061637593453,1.09897368109911,1,628,"{""whisper"": 0.0, ""contentvec12"": 0.047553738841397845, ""wavlm"": 0.3992704756240758, ""beats"": 0.0, ""auditory_erb"": 0.0, ""rmvpe_quant"": 0.0, ""ced"": 0.06575440942109596, ""egemaps"": 0.48742137611343045}"
brspeech,0,inner_search,9,991,whisper+contentvec12+wavlm+beats+auditory_erb+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9220753665085056,1.0894061655903855,1.0989736856493666,1,628,"{""whisper"": 9.418865201309952e-18, ""contentvec12"": 0.04755373228691854, ""wavlm"": 0.3992704855870008, ""beats"": 0.0, ""auditory_erb"": 2.233224902496275e-18, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.0, ""ced"": 0.06575442332960625, ""egemaps"": 0.48742135879647447}"
brspeech,0,inner_search,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9220753665527852,1.089406417117119,1.0989707771812365,1,628,"{""whisper"": 1.1245638454034745e-17, ""contentvec12"": 0.04755622345031328, ""wavlm"": 0.39926461869994806, ""beats"": 1.78953375647903e-17, ""auditory_erb"": 0.0, ""speaker"": 8.603680703950086e-18, ""rmvpe_cont"": 2.1054935298615782e-18, ""rmvpe_quant"": 0.0, ""ced"": 0.06575213030673047, ""egemaps"": 0.48742702754300826}"
brspeech,1,gate,1,512,egemaps,1.1659106760159736,1.322554123822799,1.6555964896020954,1,484,"{""egemaps"": 1.0}"
brspeech,1,gate,2,544,speaker+egemaps,1.0251870180841427,1.1833260186856338,2.1537704995720266,1,484,"{""speaker"": 0.5211500928679443, ""egemaps"": 0.47884990713205566}"
brspeech,1,gate,3,545,whisper+speaker+egemaps,1.0091690681376808,1.1678402004990749,2.0154222118144998,1,484,"{""whisper"": 0.08657243062520836, ""speaker"": 0.4407721940642018, ""egemaps"": 0.4726553753105897}"
brspeech,1,gate,4,553,whisper+beats+speaker+egemaps,1.005169395857017,1.1632320029835133,2.1715018873024463,1,484,"{""whisper"": 0.07417816985710449, ""beats"": 0.03929237070430797, ""speaker"": 0.40763599920860855, ""egemaps"": 0.47889346022997886}"
brspeech,1,gate,5,555,whisper+contentvec12+beats+speaker+egemaps,1.0042394565275186,1.1605798651191563,2.0798351466702307,1,484,"{""whisper"": 0.07013761476148155, ""contentvec12"": 0.026758381208963174, ""beats"": 0.03600710987755758, ""speaker"": 0.3971868446276642, ""egemaps"": 0.4699100495243336}"
brspeech,1,gate,6,683,whisper+contentvec12+beats+speaker+rmvpe_quant+egemaps,1.0042394566042174,1.1605793384865375,2.0798449769823293,1,484,"{""whisper"": 0.07013589573381937, ""contentvec12"": 0.026759217002262557, ""beats"": 0.03600680069539424, ""speaker"": 0.3971969090403942, ""rmvpe_quant"": 7.374777058564291e-17, ""egemaps"": 0.46990117752812965}"
brspeech,1,gate,7,699,whisper+contentvec12+beats+auditory_erb+speaker+rmvpe_quant+egemaps,1.0042394566036683,1.1605794413816353,2.079853499865442,1,484,"{""whisper"": 0.07013513815359088, ""contentvec12"": 0.026757782276804476, ""beats"": 0.036007820054999605, ""auditory_erb"": 0.0, ""speaker"": 0.3971968964109942, ""rmvpe_quant"": 0.0, ""egemaps"": 0.4699023631036109}"
brspeech,1,gate,8,703,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_quant+egemaps,1.004239456595822,1.1605794107463647,2.0798104620268387,1,484,"{""whisper"": 0.07013526227818265, ""contentvec12"": 0.02676667365662936, ""wavlm"": 0.0, ""beats"": 0.03600730626748207, ""auditory_erb"": 0.0, ""speaker"": 0.3971808535901279, ""rmvpe_quant"": 1.138454632757142e-17, ""egemaps"": 0.4699099042075779}"
brspeech,1,gate,9,959,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_quant+ced+egemaps,1.004239456521553,1.160579895500691,2.0798306083549,1,484,"{""whisper"": 0.07013679110810146, ""contentvec12"": 0.02675965942506592, ""wavlm"": 7.557651471876495e-19, ""beats"": 0.03600733483051786, ""auditory_erb"": 0.0, ""speaker"": 0.3971844804617806, ""rmvpe_quant"": 0.0, ""ced"": 2.2015445090323334e-18, ""egemaps"": 0.4699117341745342}"
brspeech,1,gate,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.004239456521009,1.160579857286192,2.0798337743177204,1,484,"{""whisper"": 0.07013674583202832, ""contentvec12"": 0.02675948963091302, ""wavlm"": 9.686748194138984e-18, ""beats"": 0.036007973320872265, ""auditory_erb"": 1.5865588846563088e-17, ""speaker"": 0.3971841464720975, ""rmvpe_cont"": 2.567039225772564e-19, ""rmvpe_quant"": 6.234734239031047e-17, ""ced"": 6.1880521357254945e-18, ""egemaps"": 0.469911644744089}"
brspeech,1,shapley,1,512,egemaps,1.1659106760159736,1.322554123822799,1.6555964896020954,1,484,"{""egemaps"": 1.0}"
brspeech,1,shapley,2,544,speaker+egemaps,1.0251870180841427,1.1833260186856338,2.1537704995720266,1,484,"{""speaker"": 0.5211500928679443, ""egemaps"": 0.47884990713205566}"
brspeech,1,shapley,3,560,auditory_erb+speaker+egemaps,1.0251870180841431,1.183326018685634,2.1537704995720315,1,484,"{""auditory_erb"": 0.0, ""speaker"": 0.5211500928679478, ""egemaps"": 0.4788499071320523}"
brspeech,1,shapley,4,564,wavlm+auditory_erb+speaker+egemaps,1.0233642933866238,1.185749924936994,1.9852203463610052,1,484,"{""wavlm"": 0.043832968914915754, ""auditory_erb"": 2.6709489925769853e-17, ""speaker"": 0.4881636017801755, ""egemaps"": 0.46800342930490874}"
brspeech,1,shapley,5,820,wavlm+auditory_erb+speaker+ced+egemaps,1.0233642933974831,1.1857495658673256,1.9852339870797135,1,484,"{""wavlm"": 0.04382969950515304, ""auditory_erb"": 6.61617435100334e-18, ""speaker"": 0.48816723940486073, ""ced"": 2.580909390283853e-18, ""egemaps"": 0.46800306108998624}"
brspeech,1,shapley,6,822,contentvec12+wavlm+auditory_erb+speaker+ced+egemaps,1.019629496044888,1.1770955144269872,1.8841023470113691,1,484,"{""contentvec12"": 0.05280751675368736, ""wavlm"": 0.028891061583828714, ""auditory_erb"": 3.581255300991182e-18, ""speaker"": 0.4642437678723205, ""ced"": 0.0, ""egemaps"": 0.4540576537901634}"
brspeech,1,shapley,7,886,contentvec12+wavlm+auditory_erb+speaker+rmvpe_cont+ced+egemaps,1.019629495939098,1.17709607248675,1.8840960328223877,1,484,"{""contentvec12"": 0.05280504461609735, ""wavlm"": 0.028890012547514658, ""auditory_erb"": 1.929879867024198e-17, ""speaker"": 0.4642326887039242, ""rmvpe_cont"": 1.1980434005964824e-17, ""ced"": 3.06287113727155e-18, ""egemaps"": 0.45407225413246377}"
brspeech,1,shapley,8,887,whisper+contentvec12+wavlm+auditory_erb+speaker+rmvpe_cont+ced+egemaps,1.0074973345111915,1.163811799138567,1.9187566356182943,1,484,"{""whisper"": 0.0798477958185323, ""contentvec12"": 0.035346788259059764, ""wavlm"": 6.501189628413569e-18, ""auditory_erb"": 1.817944463044542e-18, ""speaker"": 0.4234693013137262, ""rmvpe_cont"": 0.0, ""ced"": 3.1763735522036263e-21, ""egemaps"": 0.46133611460868185}"
brspeech,1,shapley,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,1.004239456615308,1.1605792676697255,2.079849665618714,1,484,"{""whisper"": 0.07013525311953081, ""contentvec12"": 0.02675916995275616, ""wavlm"": 0.0, ""beats"": 0.03600753494255718, ""auditory_erb"": 1.1204128309806258e-17, ""speaker"": 0.39719748649672504, ""rmvpe_cont"": 4.0428882572447755e-18, ""ced"": 9.64347010449021e-19, ""egemaps"": 0.4699005554884308}"
brspeech,1,shapley,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.004239456521009,1.160579857286192,2.0798337743177204,1,484,"{""whisper"": 0.07013674583202832, ""contentvec12"": 0.02675948963091302, ""wavlm"": 9.686748194138984e-18, ""beats"": 0.036007973320872265, ""auditory_erb"": 1.5865588846563088e-17, ""speaker"": 0.3971841464720975, ""rmvpe_cont"": 2.567039225772564e-19, ""rmvpe_quant"": 6.234734239031047e-17, ""ced"": 6.1880521357254945e-18, ""egemaps"": 0.469911644744089}"
brspeech,1,singleton,1,32,speaker,1.1439935426228234,1.2852060146994817,3.0101872591829744,1,484,"{""speaker"": 1.0}"
brspeech,1,singleton,2,544,speaker+egemaps,1.0251870180841427,1.1833260186856338,2.1537704995720266,1,484,"{""speaker"": 0.5211500928679443, ""egemaps"": 0.47884990713205566}"
brspeech,1,singleton,3,560,auditory_erb+speaker+egemaps,1.0251870180841431,1.183326018685634,2.1537704995720315,1,484,"{""auditory_erb"": 0.0, ""speaker"": 0.5211500928679478, ""egemaps"": 0.4788499071320523}"
brspeech,1,singleton,4,816,auditory_erb+speaker+ced+egemaps,1.0251870180841431,1.1833260186856338,2.1537704995720426,1,484,"{""auditory_erb"": 0.0, ""speaker"": 0.5211500928679559, ""ced"": 0.0, ""egemaps"": 0.47884990713204406}"
brspeech,1,singleton,5,820,wavlm+auditory_erb+speaker+ced+egemaps,1.0233642933974831,1.1857495658673256,1.9852339870797135,1,484,"{""wavlm"": 0.04382969950515304, ""auditory_erb"": 6.61617435100334e-18, ""speaker"": 0.48816723940486073, ""ced"": 2.580909390283853e-18, ""egemaps"": 0.46800306108998624}"
brspeech,1,singleton,6,884,wavlm+auditory_erb+speaker+rmvpe_cont+ced+egemaps,1.0233642933876212,1.1857500068183495,1.9852172913711243,1,484,"{""wavlm"": 0.043833945173528725, ""auditory_erb"": 0.0, ""speaker"": 0.4881632925318163, ""rmvpe_cont"": 2.5847210385464978e-17, ""ced"": 0.0, ""egemaps"": 0.46800276229465504}"
brspeech,1,singleton,7,886,contentvec12+wavlm+auditory_erb+speaker+rmvpe_cont+ced+egemaps,1.019629495939098,1.17709607248675,1.8840960328223877,1,484,"{""contentvec12"": 0.05280504461609735, ""wavlm"": 0.028890012547514658, ""auditory_erb"": 1.929879867024198e-17, ""speaker"": 0.4642326887039242, ""rmvpe_cont"": 1.1980434005964824e-17, ""ced"": 3.06287113727155e-18, ""egemaps"": 0.45407225413246377}"
brspeech,1,singleton,8,887,whisper+contentvec12+wavlm+auditory_erb+speaker+rmvpe_cont+ced+egemaps,1.0074973345111915,1.163811799138567,1.9187566356182943,1,484,"{""whisper"": 0.0798477958185323, ""contentvec12"": 0.035346788259059764, ""wavlm"": 6.501189628413569e-18, ""auditory_erb"": 1.817944463044542e-18, ""speaker"": 0.4234693013137262, ""rmvpe_cont"": 0.0, ""ced"": 3.1763735522036263e-21, ""egemaps"": 0.46133611460868185}"
brspeech,1,singleton,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,1.004239456615308,1.1605792676697255,2.079849665618714,1,484,"{""whisper"": 0.07013525311953081, ""contentvec12"": 0.02675916995275616, ""wavlm"": 0.0, ""beats"": 0.03600753494255718, ""auditory_erb"": 1.1204128309806258e-17, ""speaker"": 0.39719748649672504, ""rmvpe_cont"": 4.0428882572447755e-18, ""ced"": 9.64347010449021e-19, ""egemaps"": 0.4699005554884308}"
brspeech,1,singleton,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.004239456521009,1.160579857286192,2.0798337743177204,1,484,"{""whisper"": 0.07013674583202832, ""contentvec12"": 0.02675948963091302, ""wavlm"": 9.686748194138984e-18, ""beats"": 0.036007973320872265, ""auditory_erb"": 1.5865588846563088e-17, ""speaker"": 0.3971841464720975, ""rmvpe_cont"": 2.567039225772564e-19, ""rmvpe_quant"": 6.234734239031047e-17, ""ced"": 6.1880521357254945e-18, ""egemaps"": 0.469911644744089}"
brspeech,1,inner_search,1,32,speaker,1.1439935426228234,1.2852060146994817,3.0101872591829744,1,484,"{""speaker"": 1.0}"
brspeech,1,inner_search,2,544,speaker+egemaps,1.0251870180841427,1.1833260186856338,2.1537704995720266,1,484,"{""speaker"": 0.5211500928679443, ""egemaps"": 0.47884990713205566}"
brspeech,1,inner_search,3,545,whisper+speaker+egemaps,1.0091690681376808,1.1678402004990749,2.0154222118144998,1,484,"{""whisper"": 0.08657243062520836, ""speaker"": 0.4407721940642018, ""egemaps"": 0.4726553753105897}"
brspeech,1,inner_search,4,553,whisper+beats+speaker+egemaps,1.005169395857017,1.1632320029835133,2.1715018873024463,1,484,"{""whisper"": 0.07417816985710449, ""beats"": 0.03929237070430797, ""speaker"": 0.40763599920860855, ""egemaps"": 0.47889346022997886}"
brspeech,1,inner_search,5,555,whisper+contentvec12+beats+speaker+egemaps,1.0042394565275186,1.1605798651191563,2.0798351466702307,1,484,"{""whisper"": 0.07013761476148155, ""contentvec12"": 0.026758381208963174, ""beats"": 0.03600710987755758, ""speaker"": 0.3971868446276642, ""egemaps"": 0.4699100495243336}"
brspeech,1,inner_search,6,619,whisper+contentvec12+beats+speaker+rmvpe_cont+egemaps,1.004239456521253,1.1605799214170185,2.0798342786587365,1,484,"{""whisper"": 0.07013767724248478, ""contentvec12"": 0.026758535764317953, ""beats"": 0.036007621051441806, ""speaker"": 0.39718443694465666, ""rmvpe_cont"": 0.0, ""egemaps"": 0.46991172899709877}"
brspeech,1,inner_search,7,815,whisper+contentvec12+wavlm+beats+speaker+ced+egemaps,1.0042394565188564,1.160579982797039,2.0798316593883053,1,484,"{""whisper"": 0.07013729256902973, ""contentvec12"": 0.02675909156721807, ""wavlm"": 2.55465136891897e-18, ""beats"": 0.036007854589827464, ""speaker"": 0.3971823611350439, ""ced"": 0.0, ""egemaps"": 0.46991340013888083}"
brspeech,1,inner_search,8,639,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+egemaps,1.004239456520725,1.160579964357602,2.079836509222996,1,484,"{""whisper"": 0.07013702503162762, ""contentvec12"": 0.02675833317722453, ""wavlm"": 7.194909612214839e-18, ""beats"": 0.0360079943208222, ""auditory_erb"": 3.2532417921669533e-18, ""speaker"": 0.3971842246734634, ""rmvpe_cont"": 0.0, ""egemaps"": 0.46991242279686213}"
brspeech,1,inner_search,9,1007,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0042394565202697,1.160579894014947,2.079829907176631,1,484,"{""whisper"": 0.07013739267972799, ""contentvec12"": 0.02675960558648748, ""wavlm"": 2.8424308127486184e-18, ""beats"": 0.03600743149116954, ""speaker"": 0.39718358059010483, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.0, ""ced"": 0.0, ""egemaps"": 0.46991198965251024}"
