dataset,outer_fold,method,k,mask,features,inner_mse,outer_utterance_mse,n_outer_systems,n_outer_items,weights_json
brspeech,0,gate,1,512,egemaps,1.5293188722962534,1.0431087515035795,1,628,"{""egemaps"": 1.0}"
brspeech,0,gate,2,516,wavlm+egemaps,1.0831815067803034,1.140346493169432,1,628,"{""wavlm"": 0.43955596733282737, ""egemaps"": 0.5604440326671727}"
brspeech,0,gate,3,518,contentvec12+wavlm+egemaps,1.0809070868739672,1.1191928674199154,1,628,"{""contentvec12"": 0.03703141926601326, ""wavlm"": 0.4201699722423125, ""egemaps"": 0.5427986084916743}"
brspeech,0,gate,4,550,contentvec12+wavlm+speaker+egemaps,1.0809070868739676,1.119192854929264,1,628,"{""contentvec12"": 0.037031432507824355, ""wavlm"": 0.42016995265898116, ""speaker"": 1.0934348316105763e-17, ""egemaps"": 0.5427986148331945}"
brspeech,0,gate,5,806,contentvec12+wavlm+speaker+ced+egemaps,1.0809070868739716,1.1191928745005126,1,628,"{""contentvec12"": 0.03703143941008951, ""wavlm"": 0.42017000389234377, ""speaker"": 0.0, ""ced"": 3.816391647148975e-17, ""egemaps"": 0.5427985566975666}"
brspeech,0,gate,6,870,contentvec12+wavlm+speaker+rmvpe_cont+ced+egemaps,1.0809070868739672,1.1191928662947794,1,628,"{""contentvec12"": 0.03703142215281399, ""wavlm"": 0.4201699717371996, ""speaker"": 8.398818054226568e-18, ""rmvpe_cont"": 0.0, ""ced"": 5.373302393417912e-18, ""egemaps"": 0.5427986061099863}"
brspeech,0,gate,7,871,whisper+contentvec12+wavlm+speaker+rmvpe_cont+ced+egemaps,1.0809070868740185,1.1191927684363523,1,628,"{""whisper"": 5.891074011648449e-17, ""contentvec12"": 0.03703159960147882, ""wavlm"": 0.42016987308582293, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""ced"": 3.428374700695783e-17, ""egemaps"": 0.5427985273126982}"
brspeech,0,gate,8,879,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,1.080907086874002,1.119192783149321,1,628,"{""whisper"": 0.0, ""contentvec12"": 0.03703156876886009, ""wavlm"": 0.42016988483144957, ""beats"": 0.0, ""speaker"": 1.2347341439329703e-16, ""rmvpe_cont"": 0.0, ""ced"": 0.0, ""egemaps"": 0.5427985463996902}"
brspeech,0,gate,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,1.0809070868739727,1.119192843774627,1,628,"{""whisper"": 1.7902436622261677e-16, ""contentvec12"": 0.03703142661999541, ""wavlm"": 0.42016992200646064, ""beats"": 4.998889672991458e-17, ""auditory_erb"": 1.5061917149432447e-16, ""speaker"": 0.0, ""rmvpe_cont"": 0.0, ""ced"": 0.0, ""egemaps"": 0.5427986513735437}"
brspeech,0,gate,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0809070868739672,1.119192865121294,1,628,"{""whisper"": 1.2999846085177266e-16, ""contentvec12"": 0.03703142385279326, ""wavlm"": 0.420169970236189, ""beats"": 0.0, ""auditory_erb"": 0.0, ""speaker"": 6.142534470569684e-16, ""rmvpe_cont"": 2.8854530710187865e-16, ""rmvpe_quant"": 0.0, ""ced"": 4.805615505834726e-16, ""egemaps"": 0.5427986059110161}"
brspeech,0,shapley,1,4,wavlm,1.808459894809462,1.553829701411364,1,628,"{""wavlm"": 1.0}"
brspeech,0,shapley,2,516,wavlm+egemaps,1.0831815067803034,1.140346493169432,1,628,"{""wavlm"": 0.43955596733282737, ""egemaps"": 0.5604440326671727}"
brspeech,0,shapley,3,518,contentvec12+wavlm+egemaps,1.0809070868739672,1.1191928674199154,1,628,"{""contentvec12"": 0.03703141926601326, ""wavlm"": 0.4201699722423125, ""egemaps"": 0.5427986084916743}"
brspeech,0,shapley,4,550,contentvec12+wavlm+speaker+egemaps,1.0809070868739676,1.119192854929264,1,628,"{""contentvec12"": 0.037031432507824355, ""wavlm"": 0.42016995265898116, ""speaker"": 1.0934348316105763e-17, ""egemaps"": 0.5427986148331945}"
brspeech,0,shapley,5,614,contentvec12+wavlm+speaker+rmvpe_cont+egemaps,1.0809070868739703,1.1191928524605772,1,628,"{""contentvec12"": 0.0370314173823832, ""wavlm"": 0.42016993560285315, ""speaker"": 8.922602714729437e-17, ""rmvpe_cont"": 2.75557155447463e-17, ""egemaps"": 0.5427986470147637}"
brspeech,0,shapley,6,870,contentvec12+wavlm+speaker+rmvpe_cont+ced+egemaps,1.0809070868739672,1.1191928662947794,1,628,"{""contentvec12"": 0.03703142215281399, ""wavlm"": 0.4201699717371996, ""speaker"": 8.398818054226568e-18, ""rmvpe_cont"": 0.0, ""ced"": 5.373302393417912e-18, ""egemaps"": 0.5427986061099863}"
brspeech,0,shapley,7,878,contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,1.0809070868741342,1.1191930676658408,1,628,"{""contentvec12"": 0.03703113460802108, ""wavlm"": 0.42017023241301193, ""beats"": 1.5679426886624354e-17, ""speaker"": 6.468938848946861e-17, ""rmvpe_cont"": 0.0, ""ced"": 0.0, ""egemaps"": 0.542798632978967}"
brspeech,0,shapley,8,879,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,1.080907086874002,1.119192783149321,1,628,"{""whisper"": 0.0, ""contentvec12"": 0.03703156876886009, ""wavlm"": 0.42016988483144957, ""beats"": 0.0, ""speaker"": 1.2347341439329703e-16, ""rmvpe_cont"": 0.0, ""ced"": 0.0, ""egemaps"": 0.5427985463996902}"
brspeech,0,shapley,9,1007,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0809070868739674,1.119192857363695,1,628,"{""whisper"": 1.1264515141500584e-16, ""contentvec12"": 0.03703143627337502, ""wavlm"": 0.42016996119216843, ""beats"": 0.0, ""speaker"": 0.0, ""rmvpe_cont"": 3.606000741326952e-17, ""rmvpe_quant"": 0.0, ""ced"": 7.58256153464192e-17, ""egemaps"": 0.5427986025344563}"
brspeech,0,shapley,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0809070868739672,1.119192865121294,1,628,"{""whisper"": 1.2999846085177266e-16, ""contentvec12"": 0.03703142385279326, ""wavlm"": 0.420169970236189, ""beats"": 0.0, ""auditory_erb"": 0.0, ""speaker"": 6.142534470569684e-16, ""rmvpe_cont"": 2.8854530710187865e-16, ""rmvpe_quant"": 0.0, ""ced"": 4.805615505834726e-16, ""egemaps"": 0.5427986059110161}"
brspeech,0,singleton,1,512,egemaps,1.5293188722962534,1.0431087515035795,1,628,"{""egemaps"": 1.0}"
brspeech,0,singleton,2,516,wavlm+egemaps,1.0831815067803034,1.140346493169432,1,628,"{""wavlm"": 0.43955596733282737, ""egemaps"": 0.5604440326671727}"
brspeech,0,singleton,3,548,wavlm+speaker+egemaps,1.0831815067803037,1.140346493169432,1,628,"{""wavlm"": 0.4395559673328272, ""speaker"": 0.0, ""egemaps"": 0.5604440326671729}"
brspeech,0,singleton,4,612,wavlm+speaker+rmvpe_cont+egemaps,1.0831815067803034,1.1403464931694316,1,628,"{""wavlm"": 0.43955596733282737, ""speaker"": 1.0339222967364892e-16, ""rmvpe_cont"": 9.425782637045854e-18, ""egemaps"": 0.5604440326671725}"
brspeech,0,singleton,5,614,contentvec12+wavlm+speaker+rmvpe_cont+egemaps,1.0809070868739703,1.1191928524605772,1,628,"{""contentvec12"": 0.0370314173823832, ""wavlm"": 0.42016993560285315, ""speaker"": 8.922602714729437e-17, ""rmvpe_cont"": 2.75557155447463e-17, ""egemaps"": 0.5427986470147637}"
brspeech,0,singleton,6,622,contentvec12+wavlm+beats+speaker+rmvpe_cont+egemaps,1.0809070868739672,1.1191928646778548,1,628,"{""contentvec12"": 0.03703142373913962, ""wavlm"": 0.4201699691071168, ""beats"": 1.2117498660645473e-17, ""speaker"": 0.0, ""rmvpe_cont"": 1.0582594723701263e-16, ""egemaps"": 0.5427986071537435}"
brspeech,0,singleton,7,878,contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,1.0809070868741342,1.1191930676658408,1,628,"{""contentvec12"": 0.03703113460802108, ""wavlm"": 0.42017023241301193, ""beats"": 1.5679426886624354e-17, ""speaker"": 6.468938848946861e-17, ""rmvpe_cont"": 0.0, ""ced"": 0.0, ""egemaps"": 0.542798632978967}"
brspeech,0,singleton,8,879,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,1.080907086874002,1.119192783149321,1,628,"{""whisper"": 0.0, ""contentvec12"": 0.03703156876886009, ""wavlm"": 0.42016988483144957, ""beats"": 0.0, ""speaker"": 1.2347341439329703e-16, ""rmvpe_cont"": 0.0, ""ced"": 0.0, ""egemaps"": 0.5427985463996902}"
brspeech,0,singleton,9,1007,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0809070868739674,1.119192857363695,1,628,"{""whisper"": 1.1264515141500584e-16, ""contentvec12"": 0.03703143627337502, ""wavlm"": 0.42016996119216843, ""beats"": 0.0, ""speaker"": 0.0, ""rmvpe_cont"": 3.606000741326952e-17, ""rmvpe_quant"": 0.0, ""ced"": 7.58256153464192e-17, ""egemaps"": 0.5427986025344563}"
brspeech,0,singleton,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0809070868739672,1.119192865121294,1,628,"{""whisper"": 1.2999846085177266e-16, ""contentvec12"": 0.03703142385279326, ""wavlm"": 0.420169970236189, ""beats"": 0.0, ""auditory_erb"": 0.0, ""speaker"": 6.142534470569684e-16, ""rmvpe_cont"": 2.8854530710187865e-16, ""rmvpe_quant"": 0.0, ""ced"": 4.805615505834726e-16, ""egemaps"": 0.5427986059110161}"
brspeech,0,inner_search,1,512,egemaps,1.5293188722962534,1.0431087515035795,1,628,"{""egemaps"": 1.0}"
brspeech,0,inner_search,2,516,wavlm+egemaps,1.0831815067803034,1.140346493169432,1,628,"{""wavlm"": 0.43955596733282737, ""egemaps"": 0.5604440326671727}"
brspeech,0,inner_search,3,518,contentvec12+wavlm+egemaps,1.0809070868739672,1.1191928674199154,1,628,"{""contentvec12"": 0.03703141926601326, ""wavlm"": 0.4201699722423125, ""egemaps"": 0.5427986084916743}"
brspeech,0,inner_search,4,519,whisper+contentvec12+wavlm+egemaps,1.0809070868739672,1.1191928651212957,1,628,"{""whisper"": 2.949029909160572e-17, ""contentvec12"": 0.03703142385279318, ""wavlm"": 0.42016997023618996, ""egemaps"": 0.5427986059110169}"
brspeech,0,inner_search,5,558,contentvec12+wavlm+beats+speaker+egemaps,1.0809070868739672,1.119192865121295,1,628,"{""contentvec12"": 0.03703142385279358, ""wavlm"": 0.42016997023618996, ""beats"": 0.0, ""speaker"": 4.808436634973211e-17, ""egemaps"": 0.5427986059110164}"
brspeech,0,inner_search,6,559,whisper+contentvec12+wavlm+beats+speaker+egemaps,1.0809070868739672,1.1191928651212952,1,628,"{""whisper"": 0.0, ""contentvec12"": 0.037031423852793025, ""wavlm"": 0.42016997023619, ""beats"": 0.0, ""speaker"": 0.0, ""egemaps"": 0.5427986059110169}"
brspeech,0,inner_search,7,575,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+egemaps,1.0809070868739672,1.1191928698064693,1,628,"{""whisper"": 0.0, ""contentvec12"": 0.03703141527041657, ""wavlm"": 0.42016997489492536, ""beats"": 1.3341041125543112e-17, ""auditory_erb"": 0.0, ""speaker"": 1.2994344324801548e-16, ""egemaps"": 0.5427986098346579}"
brspeech,0,inner_search,8,831,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+ced+egemaps,1.0809070868739672,1.119192865719388,1,628,"{""whisper"": 2.683192354745422e-17, ""contentvec12"": 0.0370314245539512, ""wavlm"": 0.42016997216618834, ""beats"": 2.6595842389524647e-16, ""auditory_erb"": 0.0, ""speaker"": 1.834294457481692e-16, ""ced"": 3.145277056552377e-16, ""egemaps"": 0.5427986032798596}"
brspeech,0,inner_search,9,767,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+egemaps,1.0809070868739674,1.1191928651492151,1,628,"{""whisper"": 3.7555164480209897e-16, ""contentvec12"": 0.03703142379952255, ""wavlm"": 0.42016997026237346, ""beats"": 2.8269023991590977e-16, ""auditory_erb"": 0.0, ""speaker"": 8.576318539109232e-17, ""rmvpe_cont"": 3.701879840958682e-16, ""rmvpe_quant"": 0.0, ""egemaps"": 0.5427986059381028}"
brspeech,0,inner_search,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.0809070868739672,1.119192865121294,1,628,"{""whisper"": 1.2999846085177266e-16, ""contentvec12"": 0.03703142385279326, ""wavlm"": 0.420169970236189, ""beats"": 0.0, ""auditory_erb"": 0.0, ""speaker"": 6.142534470569684e-16, ""rmvpe_cont"": 2.8854530710187865e-16, ""rmvpe_quant"": 0.0, ""ced"": 4.805615505834726e-16, ""egemaps"": 0.5427986059110161}"
brspeech,1,gate,1,32,speaker,1.2852060146994817,3.0101872591829744,1,484,"{""speaker"": 1.0}"
brspeech,1,gate,2,544,speaker+egemaps,1.183174626941974,2.178717613454968,1,484,"{""speaker"": 0.5389111503029217, ""egemaps"": 0.46108884969707825}"
brspeech,1,gate,3,545,whisper+speaker+egemaps,1.1667300891495025,2.071740727979384,1,484,"{""whisper"": 0.09185016010159663, ""speaker"": 0.4845530351148468, ""egemaps"": 0.42359680478355655}"
brspeech,1,gate,4,553,whisper+beats+speaker+egemaps,1.1598604772489194,2.380310335279716,1,484,"{""whisper"": 0.08176481734182461, ""beats"": 0.0684383551030185, ""speaker"": 0.44648793235551487, ""egemaps"": 0.403308895199642}"
brspeech,1,gate,5,555,whisper+contentvec12+beats+speaker+egemaps,1.1562585130214371,2.1799259727046536,1,484,"{""whisper"": 0.07416253045793614, ""contentvec12"": 0.054854454711561494, ""beats"": 0.06007499585569075, ""speaker"": 0.42782117666229913, ""egemaps"": 0.3830868423125125}"
brspeech,1,gate,6,619,whisper+contentvec12+beats+speaker+rmvpe_cont+egemaps,1.15625851302129,2.179927418950498,1,484,"{""whisper"": 0.0741624365542166, ""contentvec12"": 0.05485423404888325, ""beats"": 0.06007505040521908, ""speaker"": 0.4278216521779463, ""rmvpe_cont"": 7.806898030359342e-17, ""egemaps"": 0.3830866268137347}"
brspeech,1,gate,7,623,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+egemaps,1.1562585130213432,2.179927701923687,1,484,"{""whisper"": 0.07416252834871494, ""contentvec12"": 0.05485420843520888, ""wavlm"": 0.0, ""beats"": 0.06007515353227842, ""speaker"": 0.4278214391038017, ""rmvpe_cont"": 5.5194466788103125e-17, ""egemaps"": 0.38308667057999596}"
brspeech,1,gate,8,639,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+egemaps,1.1562585130214218,2.1799263634174517,1,484,"{""whisper"": 0.07416252429723035, ""contentvec12"": 0.05485450739677938, ""wavlm"": 1.928397559366503e-17, ""beats"": 0.06007504734304362, ""auditory_erb"": 1.2694461604676518e-16, ""speaker"": 0.4278213487175258, ""rmvpe_cont"": 2.2679550684706227e-16, ""egemaps"": 0.3830865722454205}"
brspeech,1,gate,9,767,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+egemaps,1.1562585130213263,2.1799272466972504,1,484,"{""whisper"": 0.07416244746652152, ""contentvec12"": 0.0548542783991511, ""wavlm"": 0.0, ""beats"": 0.06007495672483994, ""auditory_erb"": 0.0, ""speaker"": 0.4278219582565051, ""rmvpe_cont"": 6.909294072867631e-17, ""rmvpe_quant"": 2.8324010162108414e-16, ""egemaps"": 0.3830863591529821}"
brspeech,1,gate,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.1562585130213017,2.1799272706660147,1,484,"{""whisper"": 0.0741624344593796, ""contentvec12"": 0.05485426333117757, ""wavlm"": 0.0, ""beats"": 0.060074981746815546, ""auditory_erb"": 0.0, ""speaker"": 0.427821853437085, ""rmvpe_cont"": 1.6202416791994678e-16, ""rmvpe_quant"": 0.0, ""ced"": 0.0, ""egemaps"": 0.3830864670255421}"
brspeech,1,shapley,1,32,speaker,1.2852060146994817,3.0101872591829744,1,484,"{""speaker"": 1.0}"
brspeech,1,shapley,2,544,speaker+egemaps,1.183174626941974,2.178717613454968,1,484,"{""speaker"": 0.5389111503029217, ""egemaps"": 0.46108884969707825}"
brspeech,1,shapley,3,800,speaker+ced+egemaps,1.1831746269419745,2.1787176134549715,1,484,"{""speaker"": 0.5389111503029238, ""ced"": 0.0, ""egemaps"": 0.4610888496970762}"
brspeech,1,shapley,4,804,wavlm+speaker+ced+egemaps,1.1831746269419745,2.1787176134549715,1,484,"{""wavlm"": 3.686287386450716e-18, ""speaker"": 0.5389111503029238, ""ced"": 2.0090033614134954e-19, ""egemaps"": 0.46108884969707625}"
brspeech,1,shapley,5,806,contentvec12+wavlm+speaker+ced+egemaps,1.173767851320583,1.9357653073354808,1,484,"{""contentvec12"": 0.08566880829688983, ""wavlm"": 0.0, ""speaker"": 0.494328759816893, ""ced"": 2.0476915620754304e-17, ""egemaps"": 0.4200024318862172}"
brspeech,1,shapley,6,822,contentvec12+wavlm+auditory_erb+speaker+ced+egemaps,1.1737678513205825,1.9357652564366623,1,484,"{""contentvec12"": 0.08566882978292886, ""wavlm"": 0.0, ""auditory_erb"": 1.8816839433068572e-16, ""speaker"": 0.49432875161426537, ""ced"": 2.8135046375998834e-17, ""egemaps"": 0.4200024186028055}"
brspeech,1,shapley,7,830,contentvec12+wavlm+beats+auditory_erb+speaker+ced+egemaps,1.1663712366088812,2.273797888231705,1,484,"{""contentvec12"": 0.07064148786357133, ""wavlm"": 1.7797734778895023e-17, ""beats"": 0.07136859558634275, ""auditory_erb"": 0.0, ""speaker"": 0.456229867597841, ""ced"": 0.0, ""egemaps"": 0.40176004895224493}"
brspeech,1,shapley,8,894,contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,1.16637123660893,2.273799079403593,1,484,"{""contentvec12"": 0.0706413572207606, ""wavlm"": 0.0, ""beats"": 0.07136874650716109, ""auditory_erb"": 2.9292199261066615e-17, ""speaker"": 0.4562299233161423, ""rmvpe_cont"": 4.3935598974080546e-17, ""ced"": 0.0, ""egemaps"": 0.4017599729559358}"
brspeech,1,shapley,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,1.1562585130212952,2.179927374230789,1,484,"{""whisper"": 0.07416241578643974, ""contentvec12"": 0.05485424113337946, ""wavlm"": 0.0, ""beats"": 0.06007500062527667, ""auditory_erb"": 1.8493056924805098e-17, ""speaker"": 0.4278218177782916, ""rmvpe_cont"": 5.0149183693773715e-17, ""ced"": 0.0, ""egemaps"": 0.38308652467661236}"
brspeech,1,shapley,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.1562585130213017,2.1799272706660147,1,484,"{""whisper"": 0.0741624344593796, ""contentvec12"": 0.05485426333117757, ""wavlm"": 0.0, ""beats"": 0.060074981746815546, ""auditory_erb"": 0.0, ""speaker"": 0.427821853437085, ""rmvpe_cont"": 1.6202416791994678e-16, ""rmvpe_quant"": 0.0, ""ced"": 0.0, ""egemaps"": 0.3830864670255421}"
brspeech,1,singleton,1,32,speaker,1.2852060146994817,3.0101872591829744,1,484,"{""speaker"": 1.0}"
brspeech,1,singleton,2,544,speaker+egemaps,1.183174626941974,2.178717613454968,1,484,"{""speaker"": 0.5389111503029217, ""egemaps"": 0.46108884969707825}"
brspeech,1,singleton,3,800,speaker+ced+egemaps,1.1831746269419745,2.1787176134549715,1,484,"{""speaker"": 0.5389111503029238, ""ced"": 0.0, ""egemaps"": 0.4610888496970762}"
brspeech,1,singleton,4,804,wavlm+speaker+ced+egemaps,1.1831746269419745,2.1787176134549715,1,484,"{""wavlm"": 3.686287386450716e-18, ""speaker"": 0.5389111503029238, ""ced"": 2.0090033614134954e-19, ""egemaps"": 0.46108884969707625}"
brspeech,1,singleton,5,820,wavlm+auditory_erb+speaker+ced+egemaps,1.1831746269419745,2.1787176134549697,1,484,"{""wavlm"": 2.0849407927662652e-17, ""auditory_erb"": 0.0, ""speaker"": 0.5389111503029226, ""ced"": 0.0, ""egemaps"": 0.4610888496970774}"
brspeech,1,singleton,6,884,wavlm+auditory_erb+speaker+rmvpe_cont+ced+egemaps,1.183174626941974,2.1787176134549715,1,484,"{""wavlm"": 0.0, ""auditory_erb"": 9.123344281724982e-17, ""speaker"": 0.5389111503029236, ""rmvpe_cont"": 3.755674351601472e-17, ""ced"": 0.0, ""egemaps"": 0.4610888496970762}"
brspeech,1,singleton,7,886,contentvec12+wavlm+auditory_erb+speaker+rmvpe_cont+ced+egemaps,1.1737678513205845,1.9357651663814968,1,484,"{""contentvec12"": 0.08566886853964652, ""wavlm"": 0.0, ""auditory_erb"": 1.7694687674731785e-16, ""speaker"": 0.4943287381668666, ""rmvpe_cont"": 0.0, ""ced"": 0.0, ""egemaps"": 0.42000239329348665}"
brspeech,1,singleton,8,894,contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,1.16637123660893,2.273799079403593,1,484,"{""contentvec12"": 0.0706413572207606, ""wavlm"": 0.0, ""beats"": 0.07136874650716109, ""auditory_erb"": 2.9292199261066615e-17, ""speaker"": 0.4562299233161423, ""rmvpe_cont"": 4.3935598974080546e-17, ""ced"": 0.0, ""egemaps"": 0.4017599729559358}"
brspeech,1,singleton,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,1.1562585130212952,2.179927374230789,1,484,"{""whisper"": 0.07416241578643974, ""contentvec12"": 0.05485424113337946, ""wavlm"": 0.0, ""beats"": 0.06007500062527667, ""auditory_erb"": 1.8493056924805098e-17, ""speaker"": 0.4278218177782916, ""rmvpe_cont"": 5.0149183693773715e-17, ""ced"": 0.0, ""egemaps"": 0.38308652467661236}"
brspeech,1,singleton,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.1562585130213017,2.1799272706660147,1,484,"{""whisper"": 0.0741624344593796, ""contentvec12"": 0.05485426333117757, ""wavlm"": 0.0, ""beats"": 0.060074981746815546, ""auditory_erb"": 0.0, ""speaker"": 0.427821853437085, ""rmvpe_cont"": 1.6202416791994678e-16, ""rmvpe_quant"": 0.0, ""ced"": 0.0, ""egemaps"": 0.3830864670255421}"
brspeech,1,inner_search,1,32,speaker,1.2852060146994817,3.0101872591829744,1,484,"{""speaker"": 1.0}"
brspeech,1,inner_search,2,544,speaker+egemaps,1.183174626941974,2.178717613454968,1,484,"{""speaker"": 0.5389111503029217, ""egemaps"": 0.46108884969707825}"
brspeech,1,inner_search,3,545,whisper+speaker+egemaps,1.1667300891495025,2.071740727979384,1,484,"{""whisper"": 0.09185016010159663, ""speaker"": 0.4845530351148468, ""egemaps"": 0.42359680478355655}"
brspeech,1,inner_search,4,553,whisper+beats+speaker+egemaps,1.1598604772489194,2.380310335279716,1,484,"{""whisper"": 0.08176481734182461, ""beats"": 0.0684383551030185, ""speaker"": 0.44648793235551487, ""egemaps"": 0.403308895199642}"
brspeech,1,inner_search,5,555,whisper+contentvec12+beats+speaker+egemaps,1.1562585130214371,2.1799259727046536,1,484,"{""whisper"": 0.07416253045793614, ""contentvec12"": 0.054854454711561494, ""beats"": 0.06007499585569075, ""speaker"": 0.42782117666229913, ""egemaps"": 0.3830868423125125}"
brspeech,1,inner_search,6,571,whisper+contentvec12+beats+auditory_erb+speaker+egemaps,1.1562585130212892,2.179927302713038,1,484,"{""whisper"": 0.0741624245314053, ""contentvec12"": 0.054854247266450044, ""beats"": 0.06007503037338381, ""auditory_erb"": 0.0, ""speaker"": 0.4278216631171366, ""egemaps"": 0.3830866347116243}"
brspeech,1,inner_search,7,635,whisper+contentvec12+beats+auditory_erb+speaker+rmvpe_cont+egemaps,1.1562585130212888,2.179927292965206,1,484,"{""whisper"": 0.07416243298186243, ""contentvec12"": 0.054854249913858524, ""beats"": 0.060075027688017785, ""auditory_erb"": 3.613263881974534e-17, ""speaker"": 0.42782167203005717, ""rmvpe_cont"": 1.3415539429185124e-17, ""egemaps"": 0.38308661738620403}"
brspeech,1,inner_search,8,763,whisper+contentvec12+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+egemaps,1.1562585130212886,2.1799273253492486,1,484,"{""whisper"": 0.07416243203538952, ""contentvec12"": 0.054854245605175905, ""beats"": 0.06007502734251015, ""auditory_erb"": 1.8403511314773782e-17, ""speaker"": 0.4278216898971159, ""rmvpe_cont"": 5.814134735116003e-17, ""rmvpe_quant"": 3.639202942495216e-17, ""egemaps"": 0.3830866051198083}"
brspeech,1,inner_search,9,959,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_quant+ced+egemaps,1.1562585130212906,2.179927298566048,1,484,"{""whisper"": 0.07416244824211128, ""contentvec12"": 0.05485426912978556, ""wavlm"": 7.53884998742541e-17, ""beats"": 0.0600750370768748, ""auditory_erb"": 0.0, ""speaker"": 0.4278216738269622, ""rmvpe_quant"": 0.0, ""ced"": 1.6526702748813776e-17, ""egemaps"": 0.3830865717242662}"
brspeech,1,inner_search,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,1.1562585130213017,2.1799272706660147,1,484,"{""whisper"": 0.0741624344593796, ""contentvec12"": 0.05485426333117757, ""wavlm"": 0.0, ""beats"": 0.060074981746815546, ""auditory_erb"": 0.0, ""speaker"": 0.427821853437085, ""rmvpe_cont"": 1.6202416791994678e-16, ""rmvpe_quant"": 0.0, ""ced"": 0.0, ""egemaps"": 0.3830864670255421}"
brspeech,2,gate,1,512,egemaps,0.9935752419187852,1.32352143926453,1,384,"{""egemaps"": 1.0}"
brspeech,2,gate,2,516,wavlm+egemaps,0.96415125899959,1.1134286955270225,1,384,"{""wavlm"": 0.18329918516568158, ""egemaps"": 0.8167008148343184}"
brspeech,2,gate,3,517,whisper+wavlm+egemaps,0.958149299253132,1.1046555888775262,1,384,"{""whisper"": 0.05288686908147614, ""wavlm"": 0.16507166393438663, ""egemaps"": 0.7820414669841373}"
brspeech,2,gate,4,519,whisper+contentvec12+wavlm+egemaps,0.9561386731783816,1.0906427693792111,1,384,"{""whisper"": 0.04816493381507537, ""contentvec12"": 0.035915712966323156, ""wavlm"": 0.15507375640559934, ""egemaps"": 0.7608455968130021}"
brspeech,2,gate,5,527,whisper+contentvec12+wavlm+beats+egemaps,0.9561386731784052,1.090642901945489,1,384,"{""whisper"": 0.048164966932124846, ""contentvec12"": 0.035915724575715284, ""wavlm"": 0.1550735878718577, ""beats"": 8.573434558047533e-17, ""egemaps"": 0.7608457206203021}"
brspeech,2,gate,6,783,whisper+contentvec12+wavlm+beats+ced+egemaps,0.9561386731784448,1.090642953606798,1,384,"{""whisper"": 0.048165008520995624, ""contentvec12"": 0.035915750316125025, ""wavlm"": 0.15507349301422346, ""beats"": 0.0, ""ced"": 0.0, ""egemaps"": 0.7608457481486559}"
