dataset,outer_fold,method,k,mask,features,inner_mse,outer_utterance_mse,n_outer_systems,n_outer_items,weights_json
tmhintqi,0,gate,3,37,whisper+wavlm+speaker,0.93026015331513,1.027982405937132,16,2317,"{""whisper"": 0.24742907351949733, ""wavlm"": 0.3722945834163317, ""speaker"": 0.3802763430641709}"
tmhintqi,0,gate,4,45,whisper+wavlm+beats+speaker,0.9196145840615664,0.9542694682220352,16,2317,"{""whisper"": 0.20209920178286017, ""wavlm"": 0.272559675215375, ""beats"": 0.23471253892877506, ""speaker"": 0.29062858407298986}"
tmhintqi,0,gate,5,301,whisper+wavlm+beats+speaker+ced,0.916250713204838,0.8996926075684313,16,2317,"{""whisper"": 0.18155475120518794, ""wavlm"": 0.23669553782239633, ""beats"": 0.18459526971851017, ""speaker"": 0.23281194232802344, ""ced"": 0.16434249892588212}"
tmhintqi,0,gate,6,303,whisper+contentvec12+wavlm+beats+speaker+ced,0.912977712021259,0.9041761797478032,16,2317,"{""whisper"": 0.17092105390016568, ""contentvec12"": 0.12700269912045187, ""wavlm"": 0.19121351898355227, ""beats"": 0.1664276920155749, ""speaker"": 0.20277894766362342, ""ced"": 0.14165608831663207}"
tmhintqi,0,gate,7,815,whisper+contentvec12+wavlm+beats+speaker+ced+egemaps,0.91286313238644,0.9073237634054138,16,2317,"{""whisper"": 0.17043425586673425, ""contentvec12"": 0.12306231813399181, ""wavlm"": 0.18681972847900644, ""beats"": 0.1636806266385374, ""speaker"": 0.1934772554270255, ""ced"": 0.13426855310005376, ""egemaps"": 0.02825726235465087}"
tmhintqi,0,gate,8,879,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,0.9128631323864418,0.9073237581703552,16,2317,"{""whisper"": 0.17043476046835046, ""contentvec12"": 0.12306295579337212, ""wavlm"": 0.1868194261221102, ""beats"": 0.16368042968058344, ""speaker"": 0.19347683191224313, ""rmvpe_cont"": 1.3756291519442668e-17, ""ced"": 0.13426841031726247, ""egemaps"": 0.02825718570607824}"
tmhintqi,0,gate,9,1007,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9128631323865848,0.9073235577493856,16,2317,"{""whisper"": 0.17043527304897613, ""contentvec12"": 0.12306274350144464, ""wavlm"": 0.1868193627938396, ""beats"": 0.16368128079296268, ""speaker"": 0.19347693711370753, ""rmvpe_cont"": 2.007768516991171e-17, ""rmvpe_quant"": 3.976713808240533e-18, ""ced"": 0.1342683177557817, ""egemaps"": 0.02825608499328784}"
tmhintqi,0,gate,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9128631323869372,0.9073238059525934,16,2317,"{""whisper"": 0.17043597499892013, ""contentvec12"": 0.12306195691242802, ""wavlm"": 0.18681910924645756, ""beats"": 0.16367994337786373, ""auditory_erb"": 3.0680327442938813e-18, ""speaker"": 0.19347713629733232, ""rmvpe_cont"": 1.928784018148688e-17, ""rmvpe_quant"": 3.117822399724673e-18, ""ced"": 0.13426874161087937, ""egemaps"": 0.028257137556118878}"
tmhintqi,0,shapley,1,4,wavlm,1.0031361427403471,1.0061286411649737,16,2317,"{""wavlm"": 1.0}"
tmhintqi,0,shapley,2,36,wavlm+speaker,0.9463795862539032,1.0744176345425345,16,2317,"{""wavlm"": 0.5083103205997254, ""speaker"": 0.49168967940027464}"
tmhintqi,0,shapley,3,292,wavlm+speaker+ced,0.9322343149447718,0.9220516437683292,16,2317,"{""wavlm"": 0.37110893447558463, ""speaker"": 0.3232537905814553, ""ced"": 0.30563727494296006}"
tmhintqi,0,shapley,4,300,wavlm+beats+speaker+ced,0.9242581176066144,0.8984339657521053,16,2317,"{""wavlm"": 0.30038677688469273, ""beats"": 0.21517540296511817, ""speaker"": 0.2758281092915299, ""ced"": 0.20860971085865923}"
tmhintqi,0,shapley,5,301,whisper+wavlm+beats+speaker+ced,0.916250713204838,0.8996926075684313,16,2317,"{""whisper"": 0.18155475120518794, ""wavlm"": 0.23669553782239633, ""beats"": 0.18459526971851017, ""speaker"": 0.23281194232802344, ""ced"": 0.16434249892588212}"
tmhintqi,0,shapley,6,303,whisper+contentvec12+wavlm+beats+speaker+ced,0.912977712021259,0.9041761797478032,16,2317,"{""whisper"": 0.17092105390016568, ""contentvec12"": 0.12700269912045187, ""wavlm"": 0.19121351898355227, ""beats"": 0.1664276920155749, ""speaker"": 0.20277894766362342, ""ced"": 0.14165608831663207}"
tmhintqi,0,shapley,7,815,whisper+contentvec12+wavlm+beats+speaker+ced+egemaps,0.91286313238644,0.9073237634054138,16,2317,"{""whisper"": 0.17043425586673425, ""contentvec12"": 0.12306231813399181, ""wavlm"": 0.18681972847900644, ""beats"": 0.1636806266385374, ""speaker"": 0.1934772554270255, ""ced"": 0.13426855310005376, ""egemaps"": 0.02825726235465087}"
tmhintqi,0,shapley,8,831,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+ced+egemaps,0.9128631323869836,0.9073236460552004,16,2317,"{""whisper"": 0.1704340680355164, ""contentvec12"": 0.12306400822569254, ""wavlm"": 0.18681882146051404, ""beats"": 0.16368078175758982, ""auditory_erb"": 1.3543633310122635e-17, ""speaker"": 0.19347698054341653, ""ced"": 0.13426871853202269, ""egemaps"": 0.028256621445248112}"
tmhintqi,0,shapley,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.9128631323867776,0.9073235312919072,16,2317,"{""whisper"": 0.17043491804300615, ""contentvec12"": 0.12306361114333039, ""wavlm"": 0.18681901509216378, ""beats"": 0.163681211009112, ""auditory_erb"": 0.0, ""speaker"": 0.1934767851733256, ""rmvpe_cont"": 7.221485270934944e-18, ""ced"": 0.13426843604695876, ""egemaps"": 0.028256023492103387}"
tmhintqi,0,shapley,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9128631323869372,0.9073238059525934,16,2317,"{""whisper"": 0.17043597499892013, ""contentvec12"": 0.12306195691242802, ""wavlm"": 0.18681910924645756, ""beats"": 0.16367994337786373, ""auditory_erb"": 3.0680327442938813e-18, ""speaker"": 0.19347713629733232, ""rmvpe_cont"": 1.928784018148688e-17, ""rmvpe_quant"": 3.117822399724673e-18, ""ced"": 0.13426874161087937, ""egemaps"": 0.028257137556118878}"
tmhintqi,0,singleton,1,4,wavlm,1.0031361427403471,1.0061286411649737,16,2317,"{""wavlm"": 1.0}"
tmhintqi,0,singleton,2,260,wavlm+ced,0.948912585417578,0.8491652532122563,16,2317,"{""wavlm"": 0.5065878059286992, ""ced"": 0.4934121940713007}"
tmhintqi,0,singleton,3,292,wavlm+speaker+ced,0.9322343149447718,0.9220516437683292,16,2317,"{""wavlm"": 0.37110893447558463, ""speaker"": 0.3232537905814553, ""ced"": 0.30563727494296006}"
tmhintqi,0,singleton,4,300,wavlm+beats+speaker+ced,0.9242581176066144,0.8984339657521053,16,2317,"{""wavlm"": 0.30038677688469273, ""beats"": 0.21517540296511817, ""speaker"": 0.2758281092915299, ""ced"": 0.20860971085865923}"
tmhintqi,0,singleton,5,812,wavlm+beats+speaker+ced+egemaps,0.9237189207861968,0.906207333458824,16,2317,"{""wavlm"": 0.2873604749538882, ""beats"": 0.2078011255335384, ""speaker"": 0.253529076391686, ""ced"": 0.1908787966662034, ""egemaps"": 0.060430526454684046}"
tmhintqi,0,singleton,6,814,contentvec12+wavlm+beats+speaker+ced+egemaps,0.9198574649815424,0.9063825994186692,16,2317,"{""contentvec12"": 0.13930989335054397, ""wavlm"": 0.23925309524634783, ""beats"": 0.18923308160176588, ""speaker"": 0.22787751476268933, ""ced"": 0.17114524821345192, ""egemaps"": 0.03318116682520109}"
tmhintqi,0,singleton,7,815,whisper+contentvec12+wavlm+beats+speaker+ced+egemaps,0.91286313238644,0.9073237634054138,16,2317,"{""whisper"": 0.17043425586673425, ""contentvec12"": 0.12306231813399181, ""wavlm"": 0.18681972847900644, ""beats"": 0.1636806266385374, ""speaker"": 0.1934772554270255, ""ced"": 0.13426855310005376, ""egemaps"": 0.02825726235465087}"
tmhintqi,0,singleton,8,831,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+ced+egemaps,0.9128631323869836,0.9073236460552004,16,2317,"{""whisper"": 0.1704340680355164, ""contentvec12"": 0.12306400822569254, ""wavlm"": 0.18681882146051404, ""beats"": 0.16368078175758982, ""auditory_erb"": 1.3543633310122635e-17, ""speaker"": 0.19347698054341653, ""ced"": 0.13426871853202269, ""egemaps"": 0.028256621445248112}"
tmhintqi,0,singleton,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.9128631323867776,0.9073235312919072,16,2317,"{""whisper"": 0.17043491804300615, ""contentvec12"": 0.12306361114333039, ""wavlm"": 0.18681901509216378, ""beats"": 0.163681211009112, ""auditory_erb"": 0.0, ""speaker"": 0.1934767851733256, ""rmvpe_cont"": 7.221485270934944e-18, ""ced"": 0.13426843604695876, ""egemaps"": 0.028256023492103387}"
tmhintqi,0,singleton,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9128631323869372,0.9073238059525934,16,2317,"{""whisper"": 0.17043597499892013, ""contentvec12"": 0.12306195691242802, ""wavlm"": 0.18681910924645756, ""beats"": 0.16367994337786373, ""auditory_erb"": 3.0680327442938813e-18, ""speaker"": 0.19347713629733232, ""rmvpe_cont"": 1.928784018148688e-17, ""rmvpe_quant"": 3.117822399724673e-18, ""ced"": 0.13426874161087937, ""egemaps"": 0.028257137556118878}"
tmhintqi,0,inner_search,1,4,wavlm,1.0031361427403471,1.0061286411649737,16,2317,"{""wavlm"": 1.0}"
tmhintqi,0,inner_search,2,36,wavlm+speaker,0.9463795862539032,1.0744176345425345,16,2317,"{""wavlm"": 0.5083103205997254, ""speaker"": 0.49168967940027464}"
tmhintqi,0,inner_search,3,44,wavlm+beats+speaker,0.9298486416306532,0.9710914375886888,16,2317,"{""wavlm"": 0.35677806542246426, ""beats"": 0.2853225971603069, ""speaker"": 0.35789933741722896}"
tmhintqi,0,inner_search,4,45,whisper+wavlm+beats+speaker,0.9196145840615664,0.9542694682220352,16,2317,"{""whisper"": 0.20209920178286017, ""wavlm"": 0.272559675215375, ""beats"": 0.23471253892877506, ""speaker"": 0.29062858407298986}"
tmhintqi,0,inner_search,5,47,whisper+contentvec12+wavlm+beats+speaker,0.9154289571542032,0.9503328938502916,16,2317,"{""whisper"": 0.18701402328689665, ""contentvec12"": 0.14223520468035156, ""wavlm"": 0.21607751635636044, ""beats"": 0.20661793106472076, ""speaker"": 0.24805532461167074}"
tmhintqi,0,inner_search,6,303,whisper+contentvec12+wavlm+beats+speaker+ced,0.912977712021259,0.9041761797478032,16,2317,"{""whisper"": 0.17092105390016568, ""contentvec12"": 0.12700269912045187, ""wavlm"": 0.19121351898355227, ""beats"": 0.1664276920155749, ""speaker"": 0.20277894766362342, ""ced"": 0.14165608831663207}"
tmhintqi,0,inner_search,7,815,whisper+contentvec12+wavlm+beats+speaker+ced+egemaps,0.91286313238644,0.9073237634054138,16,2317,"{""whisper"": 0.17043425586673425, ""contentvec12"": 0.12306231813399181, ""wavlm"": 0.18681972847900644, ""beats"": 0.1636806266385374, ""speaker"": 0.1934772554270255, ""ced"": 0.13426855310005376, ""egemaps"": 0.02825726235465087}"
tmhintqi,0,inner_search,8,879,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,0.9128631323864418,0.9073237581703552,16,2317,"{""whisper"": 0.17043476046835046, ""contentvec12"": 0.12306295579337212, ""wavlm"": 0.1868194261221102, ""beats"": 0.16368042968058344, ""speaker"": 0.19347683191224313, ""rmvpe_cont"": 1.3756291519442668e-17, ""ced"": 0.13426841031726247, ""egemaps"": 0.02825718570607824}"
tmhintqi,0,inner_search,9,1007,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9128631323865848,0.9073235577493856,16,2317,"{""whisper"": 0.17043527304897613, ""contentvec12"": 0.12306274350144464, ""wavlm"": 0.1868193627938396, ""beats"": 0.16368128079296268, ""speaker"": 0.19347693711370753, ""rmvpe_cont"": 2.007768516991171e-17, ""rmvpe_quant"": 3.976713808240533e-18, ""ced"": 0.1342683177557817, ""egemaps"": 0.02825608499328784}"
tmhintqi,0,inner_search,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9128631323869372,0.9073238059525934,16,2317,"{""whisper"": 0.17043597499892013, ""contentvec12"": 0.12306195691242802, ""wavlm"": 0.18681910924645756, ""beats"": 0.16367994337786373, ""auditory_erb"": 3.0680327442938813e-18, ""speaker"": 0.19347713629733232, ""rmvpe_cont"": 1.928784018148688e-17, ""rmvpe_quant"": 3.117822399724673e-18, ""ced"": 0.13426874161087937, ""egemaps"": 0.028257137556118878}"
tmhintqi,1,gate,1,256,ced,0.993242239229975,0.946638711355306,20,2301,"{""ced"": 1.0}"
tmhintqi,1,gate,2,257,whisper+ced,0.9387633562328676,0.9020471346467116,20,2301,"{""whisper"": 0.4033320538033264, ""ced"": 0.5966679461966736}"
tmhintqi,1,gate,3,265,whisper+beats+ced,0.9224595604808437,0.8848704483913972,20,2301,"{""whisper"": 0.3246191814595774, ""beats"": 0.2809512332322627, ""ced"": 0.39442958530815997}"
tmhintqi,1,gate,4,269,whisper+wavlm+beats+ced,0.9151933908078004,0.8777070533212605,20,2301,"{""whisper"": 0.2639987188363368, ""wavlm"": 0.2103118707132811, ""beats"": 0.2221302162986794, ""ced"": 0.3035591941517028}"
tmhintqi,1,gate,5,271,whisper+contentvec12+wavlm+beats+ced,0.9146343787912556,0.8747360999906358,20,2301,"{""whisper"": 0.25795666458249283, ""contentvec12"": 0.05120534335052907, ""wavlm"": 0.1885424570289991, ""beats"": 0.213235280375241, ""ced"": 0.28906025466273805}"
tmhintqi,1,gate,6,783,whisper+contentvec12+wavlm+beats+ced+egemaps,0.9146343787914174,0.8747361220062742,20,2301,"{""whisper"": 0.2579567155609633, ""contentvec12"": 0.05120494356691012, ""wavlm"": 0.18854199188293638, ""beats"": 0.21323570650918466, ""ced"": 0.2890606424800054, ""egemaps"": 0.0}"
tmhintqi,1,gate,7,815,whisper+contentvec12+wavlm+beats+speaker+ced+egemaps,0.914634378791582,0.8747361340267558,20,2301,"{""whisper"": 0.2579569262196628, ""contentvec12"": 0.05120471511841804, ""wavlm"": 0.18854177853032048, ""beats"": 0.21323591038063897, ""speaker"": 6.58949281316483e-18, ""ced"": 0.28906066975095984, ""egemaps"": 4.028647515819063e-18}"
tmhintqi,1,gate,8,831,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+ced+egemaps,0.91463437879126,0.8747361034816842,20,2301,"{""whisper"": 0.25795652901107435, ""contentvec12"": 0.051205241286601685, ""wavlm"": 0.18854248522676628, ""beats"": 0.21323542645940938, ""auditory_erb"": 9.83426427585924e-18, ""speaker"": 0.0, ""ced"": 0.2890603180161483, ""egemaps"": 0.0}"
tmhintqi,1,gate,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.9146343787912437,0.8747361003825442,20,2301,"{""whisper"": 0.2579564656993877, ""contentvec12"": 0.05120529810315594, ""wavlm"": 0.18854264325510578, ""beats"": 0.21323529889570894, ""auditory_erb"": 1.0156643030350757e-17, ""speaker"": 0.0, ""rmvpe_cont"": 6.512015768270663e-18, ""ced"": 0.2890602940466417, ""egemaps"": 0.0}"
tmhintqi,1,gate,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9146343787913528,0.8747361151231002,20,2301,"{""whisper"": 0.2579567291302453, ""contentvec12"": 0.051205034436538586, ""wavlm"": 0.18854215786127038, ""beats"": 0.21323567204707605, ""auditory_erb"": 0.0, ""speaker"": 6.735394238329381e-18, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.0, ""ced"": 0.28906040652486953, ""egemaps"": 1.1790063351069417e-17}"
tmhintqi,1,shapley,1,256,ced,0.993242239229975,0.946638711355306,20,2301,"{""ced"": 1.0}"
tmhintqi,1,shapley,2,257,whisper+ced,0.9387633562328676,0.9020471346467116,20,2301,"{""whisper"": 0.4033320538033264, ""ced"": 0.5966679461966736}"
tmhintqi,1,shapley,3,261,whisper+wavlm+ced,0.9244723755404356,0.8864828351584907,20,2301,"{""whisper"": 0.3001600745547572, ""wavlm"": 0.2814302855861573, ""ced"": 0.41840963985908547}"
tmhintqi,1,shapley,4,269,whisper+wavlm+beats+ced,0.9151933908078004,0.8777070533212605,20,2301,"{""whisper"": 0.2639987188363368, ""wavlm"": 0.2103118707132811, ""beats"": 0.2221302162986794, ""ced"": 0.3035591941517028}"
tmhintqi,1,shapley,5,271,whisper+contentvec12+wavlm+beats+ced,0.9146343787912556,0.8747360999906358,20,2301,"{""whisper"": 0.25795666458249283, ""contentvec12"": 0.05120534335052907, ""wavlm"": 0.1885424570289991, ""beats"": 0.213235280375241, ""ced"": 0.28906025466273805}"
tmhintqi,1,shapley,6,783,whisper+contentvec12+wavlm+beats+ced+egemaps,0.9146343787914174,0.8747361220062742,20,2301,"{""whisper"": 0.2579567155609633, ""contentvec12"": 0.05120494356691012, ""wavlm"": 0.18854199188293638, ""beats"": 0.21323570650918466, ""ced"": 0.2890606424800054, ""egemaps"": 0.0}"
tmhintqi,1,shapley,7,815,whisper+contentvec12+wavlm+beats+speaker+ced+egemaps,0.914634378791582,0.8747361340267558,20,2301,"{""whisper"": 0.2579569262196628, ""contentvec12"": 0.05120471511841804, ""wavlm"": 0.18854177853032048, ""beats"": 0.21323591038063897, ""speaker"": 6.58949281316483e-18, ""ced"": 0.28906066975095984, ""egemaps"": 4.028647515819063e-18}"
tmhintqi,1,shapley,8,879,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,0.9146343787912544,0.874736102471979,20,2301,"{""whisper"": 0.25795652217911397, ""contentvec12"": 0.05120526126270348, ""wavlm"": 0.1885425182000109, ""beats"": 0.21323539241162465, ""speaker"": 0.0, ""rmvpe_cont"": 2.4740879477232452e-17, ""ced"": 0.2890603059465471, ""egemaps"": 0.0}"
tmhintqi,1,shapley,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.9146343787912437,0.8747361003825442,20,2301,"{""whisper"": 0.2579564656993877, ""contentvec12"": 0.05120529810315594, ""wavlm"": 0.18854264325510578, ""beats"": 0.21323529889570894, ""auditory_erb"": 1.0156643030350757e-17, ""speaker"": 0.0, ""rmvpe_cont"": 6.512015768270663e-18, ""ced"": 0.2890602940466417, ""egemaps"": 0.0}"
tmhintqi,1,shapley,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9146343787913528,0.8747361151231002,20,2301,"{""whisper"": 0.2579567291302453, ""contentvec12"": 0.051205034436538586, ""wavlm"": 0.18854215786127038, ""beats"": 0.21323567204707605, ""auditory_erb"": 0.0, ""speaker"": 6.735394238329381e-18, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.0, ""ced"": 0.28906040652486953, ""egemaps"": 1.1790063351069417e-17}"
tmhintqi,1,singleton,1,256,ced,0.993242239229975,0.946638711355306,20,2301,"{""ced"": 1.0}"
tmhintqi,1,singleton,2,260,wavlm+ced,0.948621061229308,0.9051834624668954,20,2301,"{""wavlm"": 0.44489019745439357, ""ced"": 0.5551098025456065}"
tmhintqi,1,singleton,3,268,wavlm+beats+ced,0.9331940916713451,0.8908984771405923,20,2301,"{""wavlm"": 0.32994838039862723, ""beats"": 0.28115541568374314, ""ced"": 0.3888962039176297}"
tmhintqi,1,singleton,4,269,whisper+wavlm+beats+ced,0.9151933908078004,0.8777070533212605,20,2301,"{""whisper"": 0.2639987188363368, ""wavlm"": 0.2103118707132811, ""beats"": 0.2221302162986794, ""ced"": 0.3035591941517028}"
tmhintqi,1,singleton,5,271,whisper+contentvec12+wavlm+beats+ced,0.9146343787912556,0.8747360999906358,20,2301,"{""whisper"": 0.25795666458249283, ""contentvec12"": 0.05120534335052907, ""wavlm"": 0.1885424570289991, ""beats"": 0.213235280375241, ""ced"": 0.28906025466273805}"
tmhintqi,1,singleton,6,783,whisper+contentvec12+wavlm+beats+ced+egemaps,0.9146343787914174,0.8747361220062742,20,2301,"{""whisper"": 0.2579567155609633, ""contentvec12"": 0.05120494356691012, ""wavlm"": 0.18854199188293638, ""beats"": 0.21323570650918466, ""ced"": 0.2890606424800054, ""egemaps"": 0.0}"
tmhintqi,1,singleton,7,815,whisper+contentvec12+wavlm+beats+speaker+ced+egemaps,0.914634378791582,0.8747361340267558,20,2301,"{""whisper"": 0.2579569262196628, ""contentvec12"": 0.05120471511841804, ""wavlm"": 0.18854177853032048, ""beats"": 0.21323591038063897, ""speaker"": 6.58949281316483e-18, ""ced"": 0.28906066975095984, ""egemaps"": 4.028647515819063e-18}"
tmhintqi,1,singleton,8,879,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,0.9146343787912544,0.874736102471979,20,2301,"{""whisper"": 0.25795652217911397, ""contentvec12"": 0.05120526126270348, ""wavlm"": 0.1885425182000109, ""beats"": 0.21323539241162465, ""speaker"": 0.0, ""rmvpe_cont"": 2.4740879477232452e-17, ""ced"": 0.2890603059465471, ""egemaps"": 0.0}"
tmhintqi,1,singleton,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.9146343787912437,0.8747361003825442,20,2301,"{""whisper"": 0.2579564656993877, ""contentvec12"": 0.05120529810315594, ""wavlm"": 0.18854264325510578, ""beats"": 0.21323529889570894, ""auditory_erb"": 1.0156643030350757e-17, ""speaker"": 0.0, ""rmvpe_cont"": 6.512015768270663e-18, ""ced"": 0.2890602940466417, ""egemaps"": 0.0}"
tmhintqi,1,singleton,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9146343787913528,0.8747361151231002,20,2301,"{""whisper"": 0.2579567291302453, ""contentvec12"": 0.051205034436538586, ""wavlm"": 0.18854215786127038, ""beats"": 0.21323567204707605, ""auditory_erb"": 0.0, ""speaker"": 6.735394238329381e-18, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.0, ""ced"": 0.28906040652486953, ""egemaps"": 1.1790063351069417e-17}"
tmhintqi,1,inner_search,1,256,ced,0.993242239229975,0.946638711355306,20,2301,"{""ced"": 1.0}"
tmhintqi,1,inner_search,2,257,whisper+ced,0.9387633562328676,0.9020471346467116,20,2301,"{""whisper"": 0.4033320538033264, ""ced"": 0.5966679461966736}"
tmhintqi,1,inner_search,3,265,whisper+beats+ced,0.9224595604808437,0.8848704483913972,20,2301,"{""whisper"": 0.3246191814595774, ""beats"": 0.2809512332322627, ""ced"": 0.39442958530815997}"
tmhintqi,1,inner_search,4,269,whisper+wavlm+beats+ced,0.9151933908078004,0.8777070533212605,20,2301,"{""whisper"": 0.2639987188363368, ""wavlm"": 0.2103118707132811, ""beats"": 0.2221302162986794, ""ced"": 0.3035591941517028}"
tmhintqi,1,inner_search,5,271,whisper+contentvec12+wavlm+beats+ced,0.9146343787912556,0.8747360999906358,20,2301,"{""whisper"": 0.25795666458249283, ""contentvec12"": 0.05120534335052907, ""wavlm"": 0.1885424570289991, ""beats"": 0.213235280375241, ""ced"": 0.28906025466273805}"
tmhintqi,1,inner_search,6,287,whisper+contentvec12+wavlm+beats+auditory_erb+ced,0.9146343787914,0.8747361108092124,20,2301,"{""whisper"": 0.2579570262813409, ""contentvec12"": 0.05120516215128812, ""wavlm"": 0.1885419591396836, ""beats"": 0.213235596948698, ""auditory_erb"": 5.20289987850954e-19, ""ced"": 0.2890602554789895}"
tmhintqi,1,inner_search,7,319,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+ced,0.9146343787912472,0.8747361017229491,20,2301,"{""whisper"": 0.25795648187423037, ""contentvec12"": 0.05120527306416848, ""wavlm"": 0.1885425985767029, ""beats"": 0.21323533837163347, ""auditory_erb"": 3.1412481546721745e-18, ""speaker"": 0.0, ""ced"": 0.28906030811326483}"
tmhintqi,1,inner_search,8,975,whisper+contentvec12+wavlm+beats+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9146343787912466,0.8747361009868246,20,2301,"{""whisper"": 0.25795646465385746, ""contentvec12"": 0.0512052897050065, ""wavlm"": 0.18854260121479613, ""beats"": 0.21323532575900017, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.0, ""ced"": 0.2890603186673396, ""egemaps"": 0.0}"
tmhintqi,1,inner_search,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.9146343787912437,0.8747361003825442,20,2301,"{""whisper"": 0.2579564656993877, ""contentvec12"": 0.05120529810315594, ""wavlm"": 0.18854264325510578, ""beats"": 0.21323529889570894, ""auditory_erb"": 1.0156643030350757e-17, ""speaker"": 0.0, ""rmvpe_cont"": 6.512015768270663e-18, ""ced"": 0.2890602940466417, ""egemaps"": 0.0}"
tmhintqi,1,inner_search,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.9146343787913528,0.8747361151231002,20,2301,"{""whisper"": 0.2579567291302453, ""contentvec12"": 0.051205034436538586, ""wavlm"": 0.18854215786127038, ""beats"": 0.21323567204707605, ""auditory_erb"": 0.0, ""speaker"": 6.735394238329381e-18, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.0, ""ced"": 0.28906040652486953, ""egemaps"": 1.1790063351069417e-17}"
tmhintqi,2,gate,1,256,ced,0.973368242564414,0.984115472368108,21,2393,"{""ced"": 1.0}"
tmhintqi,2,gate,2,257,whisper+ced,0.925047194787338,0.9316861913039473,21,2393,"{""whisper"": 0.3799159805076271, ""ced"": 0.6200840194923729}"
tmhintqi,2,gate,3,265,whisper+beats+ced,0.9078916876323102,0.9109442994150037,21,2393,"{""whisper"": 0.29617035451331947, ""beats"": 0.2876591568064244, ""ced"": 0.4161704886802562}"
tmhintqi,2,gate,4,269,whisper+wavlm+beats+ced,0.9006051172372376,0.9003027926191836,21,2393,"{""whisper"": 0.23648330797981665, ""wavlm"": 0.20894371374004592, ""beats"": 0.22120499615933512, ""ced"": 0.33336798212080243}"
tmhintqi,2,gate,5,271,whisper+contentvec12+wavlm+beats+ced,0.8987467599442728,0.8986369283842531,21,2393,"{""whisper"": 0.22247230997638937, ""contentvec12"": 0.09467596837755611, ""wavlm"": 0.17052226995140488, ""beats"": 0.20623625259198414, ""ced"": 0.3060931991026655}"
tmhintqi,2,gate,6,303,whisper+contentvec12+wavlm+beats+speaker+ced,0.898492086198613,0.8987441892419902,21,2393,"{""whisper"": 0.21779049477363027, ""contentvec12"": 0.08673608011144075, ""wavlm"": 0.16625418097463232, ""beats"": 0.19948733681821126, ""speaker"": 0.03108876649719822, ""ced"": 0.2986431408248872}"
tmhintqi,2,gate,7,367,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+ced,0.898492086198563,0.8987441731752976,21,2393,"{""whisper"": 0.2177906471219154, ""contentvec12"": 0.08673651964857768, ""wavlm"": 0.16625427510834703, ""beats"": 0.19948729064716314, ""speaker"": 0.03108835072309322, ""rmvpe_cont"": 2.2457278651434858e-17, ""ced"": 0.2986429167509036}"
