dataset,feature,relative_mse_tolerance,extreme,solver_success,weight,mse_threshold,loss,loss_active,n_active_lower_bounds,primal_residual,stationarity_residual,complementarity_residual,dual_fit_cost
bvcc,egemaps,0.01,min,1,0.0,0.2511059376262539,0.24861974022401373,0,4,0.0,4.882812500000003e-06,6.963603830906318e-23,5.3644180297851516e-11
bvcc,egemaps,0.01,max,1,0.055988894818737686,0.2511059376262539,0.2511059376262539,1,3,1.1102230246251565e-16,7.58692331181976e-10,0.0,8.145484356718167e-19
singmos,whisper,0.001,min,1,0.07328008906557405,0.3634723747127473,0.3634723747127502,1,3,2.886579864025407e-15,1.1529515842045868e-07,1.2040951433279082e-13,1.0116840456093169e-14
singmos,whisper,0.001,max,1,0.1338664059962006,0.3634723747127473,0.36347237471275445,1,3,7.16093850883226e-15,2.550696064917979e-07,2.987082163329417e-13,6.920188578031225e-14
singmos,contentvec12,0.001,min,1,0.04396192516361843,0.3634723747127473,0.36347237471274907,1,3,1.7763568394002505e-15,8.763122817667668e-08,7.869734408538177e-14,7.329206487791478e-15
singmos,contentvec12,0.001,max,1,0.10830875975597315,0.3634723747127473,0.36347237471274846,1,3,1.1657341758564144e-15,1.588810342179059e-07,5.164513222959046e-14,1.837034075040166e-14
singmos,wavlm,0.001,min,1,0.1715656470483827,0.3634723747127473,0.3634723747127473,1,3,0.0,1.8102056131841238e-08,1.1636733798589406e-15,4.582035230574978e-16
singmos,wavlm,0.001,max,1,0.2596977903615009,0.3634723747127473,0.3634723747127476,1,3,3.3306690738754696e-16,5.267677927189851e-08,2.0210101323962212e-14,3.058664858979266e-15
singmos,beats,0.001,min,1,0.11387032678410057,0.3634723747127473,0.3634723747127503,1,3,2.9976021664879227e-15,1.2660973602862668e-07,1.5963625924683015e-13,1.1484403592459426e-14
singmos,beats,0.001,max,1,0.19121935386714012,0.3634723747127473,0.3634723747127476,1,3,3.3306690738754696e-16,9.357578636959296e-08,1.7737361691553995e-14,1.3134611193770051e-14
singmos,auditory_erb,0.001,min,1,4.6821996090747595e-18,0.3634723747127473,0.36310926544730004,0,3,0.0,5.3405761718750115e-06,4.682206753544377e-18,3.667082637548451e-11
singmos,auditory_erb,0.001,max,1,0.01764954773510577,0.3634723747127473,0.36347237471275584,1,2,8.548717289613705e-15,1.1989921132327108e-07,3.762602788972159e-13,1.2997068952665965e-14
singmos,speaker,0.001,min,1,0.0,0.3634723747127473,0.3631856747538137,0,1,0.0,1.369378133803823e-17,0.0,8.438384130030185e-34
singmos,speaker,0.001,max,1,0.053435952749346656,0.3634723747127473,0.3634723747127541,1,3,6.827871601444713e-15,3.4943480659022086e-07,4.2903776739575507e-13,1.0193883424688173e-13
singmos,rmvpe_cont,0.001,min,1,1.1332824378229708e-17,0.3634723747127473,0.36310926544730004,0,3,0.0,4.302493104851951e-16,1.1332824378229708e-17,9.472562453185527e-32
singmos,rmvpe_cont,0.001,max,1,0.008294885903418025,0.3634723747127473,0.36347237471278265,1,2,3.5360603334311236e-14,1.616582957081336e-08,7.825978568698736e-13,1.6242610054238895e-16
singmos,rmvpe_quant,0.001,min,1,4.9176813858563555e-18,0.3634723747127473,0.36310926544730004,0,3,0.0,1.1102230246251565e-16,4.917681385856355e-18,1.183865795697531e-32
singmos,rmvpe_quant,0.001,max,1,0.016237535632066195,0.3634723747127473,0.36347237471276167,1,2,1.4377388168895777e-14,3.5047405099603024e-07,5.015025192387607e-13,8.459891597423802e-14
singmos,ced,0.001,min,1,0.18314863078834948,0.3634723747127473,0.36347237471275035,1,3,3.0531133177191805e-15,1.5467442926464514e-07,2.0285320786910974e-13,1.8066453729720843e-14
singmos,ced,0.001,max,1,0.27964939758854007,0.3634723747127473,0.36347237471274746,1,4,1.6653345369377348e-16,3.1051369753232194e-08,1.1050754830398879e-14,6.365191477396991e-16
singmos,egemaps,0.001,min,1,0.16064510240421262,0.3634723747127473,0.3634723747127475,1,3,2.220446049250313e-16,2.2332199423047427e-08,1.5980875863724618e-14,5.308474052210929e-16
singmos,egemaps,0.001,max,1,0.2631998718552355,0.3634723747127473,0.3634723747127483,1,4,9.992007221626409e-16,1.989831355242444e-09,6.578858065783393e-14,5.19006436996575e-18
